"SMILES","EXTERNALID","N","NAME","NAME","INTRODUCER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","IC group given","Temperature","UNIT {Temperature}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","COMMENTS","CASRN"
"OC(=O)COC1=CC=CC=C1","-","140","(phenyloxy)acetic acid","-","Koerner","A8743","19630371","-","-","3.17","Log unit","OC(=O)COc1ccccc1","","","-","2","3.6972","Log unit","","-","","-","122-59-8"
"OC(=O)CC1=CC=C(F)C=C1","-","153","(4-Fluorophenyl)acetic acid","-","Koerner","A8743","19630371","-","-","4.24","Log unit","OC(=O)Cc1ccc(cc1)F","","","-","2","3.7593","Log unit","","-","","-","405-50-5"
"CC(Br)C(O)=O","-","170","2-Bromopropanoic acid","-","Koerner","A8743","19630371","-","-","2.97","Log unit","OC(=O)C(Br)C","","","-","4","2.8648","Log unit","","-","","-","598-72-1"
"CCCC(CCC)C(O)=O","-","129","2-Propylpentanoic acid","-","Koerner","A8743","19630371","-","-","4.6","Log unit","OC(=O)C(CCC)CCC","","","-","5","5.1444","Log unit","","-","","-","99-66-1"
"COC1=CC=C(CC(O)=O)C=C1","-","133","[4-(methyloxy)phenyl]acetic acid","-","Koerner","A8743","19630371","-","-","4.36","Log unit","OC(=O)Cc1ccc(cc1)OC","","","-","2","4.116","Log unit","","-","","-","104-01-8"
"OC(=O)C1CCCCC1","-","128","cyclohexanecarboxylic acid","-","Koerner","A8743","19630371","-","-","4.9","Log unit","OC(=O)C1CCCCC1","","","-","8","4.8192","Log unit","","-","","-","98-89-5"
"[O-]C(=O)CC([O-])=O","-","142","propanedioic acid","-","Koerner","A8743","19630371","-","-","2.85","Log unit","[O-]C(=O)CC(=O)[O-]","","","-","2","2.4284","Log unit","","-","","-","141-82-2"
"CC(C)(C([O-])=O)C([O-])=O","-","167","dimethylpropanedioic acid","-","Koerner","A8743","19630371","-","-","3.15","Log unit","[O-]C(=O)C(C)(C)C(=O)[O-]","","","-","0","2.4934","Log unit","","-","","-","595-46-0"
"OC(=O)COC1=C(Cl)C=C(Cl)C=C1","-","125","[(2,4-dichlorophenyl)oxy]acetic acid","-","Koerner","A8743","19630371","-","-","2.73","Log unit","OC(=O)COc1ccc(cc1Cl)Cl","","","-","10","2.8104","Log unit","","-","","-","94-75-7"
"CCC(CC)C(O)=O","-","119","2-Ethylbutanoic acid","-","Koerner","A8743","19630371","-","-","4.71","Log unit","OC(=O)C(CC)CC","","","-","2","5.0419","Log unit","","-","","-","88-09-5"
"OC(=O)C1=C(OC2=CC=CC=C2)C=CC=C1","-","87","2-(phenyloxy)benzoic acid","-","Koerner","A8743","19630371","-","-","3.53","Log unit","OC(=O)c1c(cccc1)Oc1ccccc1","","","-","2","3.5987","Log unit","","-","","-","2243-42-7"
"OC(=O)CC1=C2C=CC=CC2=CC=C1","-","116","1-naphthalenylacetic acid","-","Koerner","A8743","19630371","-","-","4.23","Log unit","OC(=O)Cc1cccc2ccccc12","","","-","0","4.7484","Log unit","","-","","-","86-87-3"
"OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","-","137","diphenylacetic acid","-","Koerner","A8743","19630371","-","-","3.94","Log unit","OC(=O)C(c1ccccc1)c1ccccc1","","","-","2","4.4315","Log unit","","-","","-","117-34-0"
"OC(=O)CCCl","-","134","3-Chloropropanoic acid","-","Koerner","A8743","19630371","-","-","3.99","Log unit","OC(=O)CCCl","","","-","5","3.7245","Log unit","","-","","-","107-94-8"
"CC(O)=O","-","100","acetic acid","-","Koerner","A8743","19630371","-","-","4.76","Log unit","OC(=O)C","","","-","2","4.5434","Log unit","","-","","-","64-19-7"
"OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl","-","115","(2,3,6-Trichlorophenyl)acetic acid","-","Koerner","A8743","19630371","-","-","3.7","Log unit","OC(=O)Cc1c(Cl)ccc(Cl)c1Cl","","","-","2","3.0005","Log unit","","-","","-","85-34-7"
"COC1=CC=CC(OC)=C1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O","-","99","6-({[2,6-bis(methyloxy)phenyl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acidmethicillin","-","Koerner","A8743","19630371","-","-","2.77","Log unit","OC(=O)C1C(C)(C)SC2C(C(=O)N12)NC(=O)c1c(OC)cccc1OC","","","-","5","2.9643","Log unit","","-","","-","61-32-5"
"OC(=O)CC1=CNC2=CC=CC=C12","-","117","1H-indol-3-ylacetic acid","-","Koerner","A8743","19630371","-","-","4.75","Log unit","OC(=O)Cc1c[nH]c2c1cccc2","","","-","0","4.6619","Log unit","","-","","-","87-51-4"
"OC(=O)C1=CC=CC=C1N(=O)=O","-","76","2-NITROBENZOIC ACID","-","Koerner","A8743","19630371","-","-","2.17","Log unit","OC(=O)c1ccccc1N(=O)=O","","","-","10","2.3191","Log unit","","-","","-","552-16-9"
"OC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl","-","121","[(2,4,5-trichlorophenyl)oxy]acetic acid","-","Koerner","A8743","19630371","-","-","2.83","Log unit","OC(=O)COc1cc(Cl)c(Cl)cc1Cl","","","-","2","2.5615","Log unit","","-","","-","93-76-5"
"OC(=O)COC1=CC(Cl)=C(Cl)C=C1","-","165","[(3,4-dichlorophenyl)oxy]acetic acid","-","Koerner","A8743","19630371","-","-","2.92","Log unit","OC(=O)COc1ccc(c(Cl)c1)Cl","","","-","10","2.8025","Log unit","","-","","-","588-22-7"
"OC(=O)COC1=CC=C(Cl)C=C1","-","139","[(4-chlorophenyl)oxy]acetic acid","-","Koerner","A8743","19630371","-","-","3.1","Log unit","OC(=O)COc1ccc(Cl)cc1","","","-","2","3.1395","Log unit","","-","","-","122-88-3"
"OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","-","104","hydroxy(diphenyl)acetic acid","-","Koerner","A8743","19630371","-","-","3.05","Log unit","OC(=O)C(O)(c1ccccc1)c1ccccc1","","","-","15","3.6997","Log unit","","-","","-","76-93-7"
"CC1=CC(Cl)=CC=C1OCC(O)=O","-","126","[(4-chloro-2-methylphenyl)oxy]acetic acid","-","Koerner","A8743","19630371","-","-","3.13","Log unit","OC(=O)COc1ccc(Cl)cc1C","","","-","2","3.3636","Log unit","","-","","-","94-74-6"
"OC(=O)CC1=CC=CC=C1","-","131","phenylacetic acid","-","Koerner","A8743","19630371","-","-","4.31","Log unit","OC(=O)Cc1ccccc1","","","-","0","4.5469","Log unit","","-","","-","103-82-2"
"OC(=O)C1=CC(O)=CC=C1O","-","75","2,5-Dihydroxybenzoic acid","-","Koerner","A8743","19630371","-","-","2.95","Log unit","OC(=O)c1cc(O)ccc1O","","","-","0","2.5282","Log unit","","-","","-","490-79-9"
"CCC(O)=O","-","112","Propanoic acid","-","Koerner","A8743","19630371","-","-","4.88","Log unit","OC(=O)CC","","","-","3","4.7547","Log unit","","-","","-","79-09-4"
"OC(=O)CCC1=CC=CC=C1","-","157","3-Phenylpropanoic acid","-","Koerner","A8743","19630371","-","-","4.66","Log unit","OC(=O)CCc1ccccc1","","","-","2","4.7289","Log unit","","-","","-","501-52-0"
"OC(=O)COC1=CC(Cl)=CC=C1","-","164","[(3-chlorophenyl)oxy]acetic acid","-","Koerner","A8743","19630371","-","-","3.07","Log unit","OC(=O)COc1cc(Cl)ccc1","","","-","2","3.1413","Log unit","","-","","-","588-32-9"
"OC(=O)CC1=CC=C(C=C1)[N+]([O-])=O","-","132","(4-Nitrophenyl)acetic acid","-","Koerner","A8743","19630371","-","-","3.85","Log unit","OC(=O)Cc1ccc([N+](=O)[O-])cc1","","","-","0","3.0676","Log unit","","-","","-","104-03-0"
"OC(=O)CC1=CC(F)=CC=C1","-","148","(3-fluorophenyl)acetic acid","-","Koerner","A8743","19630371","-","-","4.13","Log unit","OC(=O)Cc1cc(F)ccc1","","","-","2","3.7594","Log unit","","-","","-","331-25-9"
"OC(=O)CCCOC1=CC=C(Cl)C=C1Cl","-","123","4-[(2,4-dichlorophenyl)oxy]butanoic acid","-","Koerner","A8743","19630371","-","-","4.95","Log unit","OC(=O)CCCOc1c(Cl)cc(cc1)Cl","","","-","13","3.5782","Log unit","","-","","-","94-82-6"
"OC(=O)COC1=CC=C(F)C=C1","-","152","[(4-fluorophenyl)oxy]acetic acid","-","Koerner","A8743","19630371","-","-","3.13","Log unit","OC(=O)COc1ccc(cc1)F","","","-","2","3.1169","Log unit","","-","","-","405-79-8"
"OC(=O)C(F)(F)F","-","105","Trifluoroacetic acid","-","Koerner","A8743","19630371","-","-","0.52","Log unit","OC(=O)C(F)(F)F","","","-","2","0.9503","Log unit","","-","","-","76-05-1"
"COC1=C(O)C=CC(CC(O)=O)=C1","-","146","[4-hydroxy-3-(methyloxy)phenyl]acetic acid","-","Koerner","A8743","19630371","-","-","4.41","Log unit","OC(=O)Cc1cc(OC)c(O)cc1","","","-","2","3.7449","Log unit","","-","","-","306-08-1"
"CC(Cl)(Cl)C(O)=O","-","102","2,2-Dichloropropanoic acid","-","Koerner","A8743","19630371","-","-","1.79","Log unit","OC(=O)C(Cl)(Cl)C","","","-","2","2.6257","Log unit","","-","","-","75-99-0"
"OC(=O)C(Cl)(Cl)Cl","-","106","TRICHLOROACETIC ACID","-","Koerner","A8743","19630371","-","-","0.51","Log unit","OC(=O)C(Cl)(Cl)Cl","","","-","2","1.7156","Log unit","","-","","-","76-03-9"
"OC(=O)C(Cl)Cl","-","108","DICHLOROACETIC ACID","-","Koerner","A8743","19630371","-","-","1.26","Log unit","OC(=O)C(Cl)Cl","","","-","2","2.297","Log unit","","-","","-","79-43-6"
"CC1=CC(Cl)=CC=C1OCCCC(O)=O","-","124","4-[(4-chloro-2-methylphenyl)oxy]butanoic acid","-","Koerner","A8743","19630371","-","-","6.2","Log unit","OC(=O)CCCOc1ccc(cc1C)Cl","","","-","13","4.0616","Log unit","","-","","-","94-81-5"
"CCCC(C)C(O)=O","-","127","2-Methylpentanoic acid","-","Koerner","A8743","19630371","-","-","4.79","Log unit","OC(=O)C(CCC)C","","","-","2","5.0455","Log unit","","-","","-","97-61-0"
"OC(=O)CC1=CC=C(O)C(O)=C1","-","130","(3,4-DIHYDROXYPHENYL)ACETIC ACID","-","Koerner","A8743","19630371","-","-","4.25","Log unit","OC(=O)Cc1ccc(O)c(O)c1","","","-","0","3.6084","Log unit","","-","","-","102-32-9"
"CC(=O)CCC(O)=O","-","141","4-Oxopentanoic acid","-","Koerner","A8743","19630371","-","-","4.64","Log unit","OC(=O)CCC(=O)C","","","-","2","4.3216","Log unit","","-","","-","123-76-2"
"OC(=O)CF","-","143","FLUOROACETIC ACID","-","Koerner","A8743","19630371","-","-","2.59","Log unit","OC(=O)CF","","","-","2","3.129","Log unit","","-","","-","144-49-0"
"OC(=O)C1=C(O)C=CC(Cl)=C1","-","73","5-Chloro-2-hydroxybenzoic acid","-","Koerner","A8743","19630371","-","-","2.65","Log unit","OC(=O)c1c(O)ccc(Cl)c1","","","-","2","2.589","Log unit","","-","","-","321-14-2"
"OC(=O)CC#N","-","150","CYANOACETIC ACID","-","Koerner","A8743","19630371","-","-","2.45","Log unit","OC(=O)CC#N","","","-","2","2.8184","Log unit","","-","","-","372-09-8"
"OC(=O)C1=C(F)C=CC=C1","-","74","2-FLUOROBENZOIC ACID","-","Koerner","A8743","19630371","-","-","3.27","Log unit","OC(=O)c1c(F)cccc1","","","-","2","3.3089","Log unit","","-","","-","445-29-4"
"NC(=O)NCC(O)=O","-","154","N-(AMINOCARBONYL)GLYCINE","-","Koerner","A8743","19630371","-","-","3.89","Log unit","OC(=O)CNC(=O)N","","","-","6","3.6438","Log unit","","-","","-","462-60-2"
"OC(=O)C1(O)C2=CC=CC=C2C2=CC=CC=C12","-","155","9-hydroxy-9H-fluorene-9-carboxylic acid/flurenol","-","Koerner","A8743","19630371","-","-","1.09","Log unit","OC(=O)C1(c2ccccc2c2ccccc12)O","","","-","14","3.7546","Log unit","","-","","-","467-69-6"
"OCCC(O)=O","-","159","3-Hydroxypropanoic acid","-","Koerner","A8743","19630371","-","-","4.51","Log unit","OC(=O)CCO","","","-","0","4.2013","Log unit","","-","","-","503-66-2"
"CC(O)(C(O)=O)C1=CC=CC=C1","-","160","2-Hydroxy-2-phenylpropanoic acid","-","Koerner","A8743","19630371","-","-","3.53","Log unit","OC(=O)C(O)(c1ccccc1)C","","","-","2","3.8128","Log unit","","-","","-","515-30-0"
"CC(C(O)=O)C(O)=O","-","161","methylpropanedioic acid","-","Koerner","A8743","19630371","-","-","3.12","Log unit","OC(=O)C(C)C(=O)O","","","-","3","2.4753","Log unit","","-","","-","516-05-2"
"OC(=O)CCCCCC1NC(=O)CS1","-","162","6-(4-oxo-1,3-thiazolidin-2-yl)hexanoic acid/mycobacidin","-","Koerner","A8743","19630371","-","-","5.1","Log unit","OC(=O)CCCCCC1SCC(=O)N1","","","-","13","4.4518","Log unit","","-","","-","539-35-5"
"CC(=O)C1=CC=CC=C1C(O)=O","-","77","2-Acetylbenzoic acid","-","Koerner","A8743","19630371","-","-","4.13","Log unit","OC(=O)c1ccccc1C(=O)C","","","-","11","4.1236","Log unit","","-","","-","577-56-0"
"OC(=O)CC1=CC=C2C=CC=CC2=C1","-","163","2-naphthalenylacetic acid","-","Koerner","A8743","19630371","-","-","4.25","Log unit","OC(=O)Cc1ccc2ccccc2c1","","","-","0","4.7393","Log unit","","-","","-","581-96-4"
"CCC(C)(C)C(O)=O","-","168","2,2-Dimethylbutanoic acid","-","Koerner","A8743","19630371","-","-","5.03","Log unit","OC(=O)C(CC)(C)C","","","-","6","5.0009","Log unit","","-","","-","595-37-9"
"CC(Cl)C(O)=O","-","169","2-CHLOROPROPANOIC ACID","-","Koerner","A8743","19630371","-","-","2.8","Log unit","OC(=O)C(Cl)C","","","-","2","3.4176","Log unit","","-","","-","598-78-7"
"CCC(C(O)=O)C(O)=O","-","171","ethylpropanedioic acid","-","Koerner","A8743","19630371","-","-","2.96","Log unit","OC(=O)C(CC)C(=O)O","","","-","4","2.496","Log unit","","-","","-","601-75-2"
"OC(=O)C1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O","-","79","2-Hydroxy-3,5-dinitrobenzoic acid","-","Koerner","A8743","19630371","-","-","0.7","Log unit","OC(=O)c1c(O)c(N(=O)=O)cc(N(=O)=O)c1","","","-","2","1.9926","Log unit","","-","","-","609-99-4"
"OC(=O)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O","-","80","2,4-DINITROBENZOIC ACID","-","Koerner","A8743","19630371","-","-","1.42","Log unit","OC(=O)c1c(N(=O)=O)cc(N(=O)=O)cc1","","","-","2","1.6934","Log unit","","-","","-","610-30-0"
"CC1=CC=CC(C)=C1C(O)=O","-","81","2,6-DIMETHYLBENZOIC ACID","-","Koerner","A8743","19630371","-","-","3.35","Log unit","OC(=O)c1c(cccc1C)C","","","-","9","3.8414","Log unit","","-","","-","632-46-2"
"CC1=C(F)C(F)=C(C(O)=O)C(F)=C1F","-","82","2,3,5,6-Tetrafluoro-4-methylbenzoic acid","-","Koerner","A8743","19630371","-","-","2.0","Log unit","OC(=O)c1c(F)c(F)c(C)c(F)c1F","","","-","0","2.1444","Log unit","","-","","-","652-32-4"
"OC(=O)C1=CC=CC=C1C1=CC=CC=C1","-","83","2-Biphenylcarboxylic acid","-","Koerner","A8743","19630371","-","-","3.46","Log unit","OC(=O)c1ccccc1c1ccccc1","","","-","14","3.6808","Log unit","","-","","-","947-84-2"
"COC1=CC=CC(OC)=C1C(O)=O","-","84","2,6-bis(methyloxy)benzoic acid","-","Koerner","A8743","19630371","-","-","3.44","Log unit","OC(=O)c1c(OC)cccc1OC","","","-","12","3.3877","Log unit","","-","","-","1466-76-8"
"COC1=CC=CC(C(O)=O)=C1OC","-","85","2,3-dimethyloxybenzoic acid","-","Koerner","A8743","19630371","-","-","3.98","Log unit","OC(=O)c1cccc(OC)c1OC","","","-","8","3.492","Log unit","","-","","-","1521-38-6"
"CC(C)C1=CC=CC=C1C(O)=O","-","88","2-(1-methylethyl)benzoic acid","-","Koerner","A8743","19630371","-","-","3.63","Log unit","OC(=O)c1ccccc1C(C)C","","","-","10","3.8859","Log unit","","-","","-","2438-04-2"
"OC(=O)C1=C(Cl)C=CC(=C1)N(=O)=O","-","89","2-CHLORO-5-NITROBENZOIC ACID","-","Koerner","A8743","19630371","-","-","2.17","Log unit","OC(=O)c1c(ccc(N(=O)=O)c1)Cl","","","-","2","2.6839","Log unit","","-","","-","2516-96-3"
"OC(=O)C1=CC=CC(=C1Cl)N(=O)=O","-","90","2-CHLORO-3-NITROBENZOIC ACID","-","Koerner","A8743","19630371","-","-","2.02","Log unit","OC(=O)c1c(c(N(=O)=O)ccc1)Cl","","","-","7","2.7415","Log unit","","-","","-","3970-35-2"
"OC(=O)C1=CC=CC=C1C(=O)NC1=CC=CC=C1","-","91","2-[(phenylamino)carbonyl]benzoic acid","-","Koerner","A8743","19630371","-","-","2.5","Log unit","OC(=O)c1ccccc1C(=O)Nc1ccccc1","","","-","17","2.9103","Log unit","","-","","-","4727-29-1"
"OC(=O)C1=C(C=CC=C1Cl)N(=O)=O","-","92","2-Chloro-6-nitrobenzoic acid","-","Koerner","A8743","19630371","-","","1.34","Log unit","OC(=O)c1c(Cl)cccc1N(=O)=O","","","-","","","-","","-","","","5344-49-0"
"NC(=O)CNC1=CC=CC=C1C(O)=O","-","94","2-[(2-Amino-2-oxoethyl)amino]benzoic acid","-","Koerner","A8743","19630371","-","-","4.2","Log unit","OC(=O)c1ccccc1NCC(=O)N","","","-","3","4.5991","Log unit","","-","","-","25784-02-5"
"CC1=CC=CC(Cl)=C1C(O)=O","-","93","2-Chloro-6-methylbenzoic acid","-","Koerner","A8743","19630371","-","-","2.75","Log unit","OC(=O)c1c(Cl)cccc1C","","","-","0","2.9599","Log unit","","-","","-","21327-86-6"
"O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O","-","147","3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylic acid/chlorogenic acid","-","Koerner","A8743","19630371","-","-","2.66","Log unit","OC(=O)C1(O)CC(OC(=O)C=Cc2cc(O)c(O)cc2)C(O)C(O)C1","","","-","4","3.3339","Log unit","","-","","-","327-97-9"
"OC[C@@H](O)C(O)=O","-","156","2,3-dihydroxypropanoic acid","-","Koerner","A8743","19630371","-","-","3.55","Log unit","OC(=O)C(O)CO","","","-","2","3.4186","Log unit","","-","","-","473-81-4"
"CC[C@@H](C)C(O)=O","-","136","2-Methylbutanoic acid","-","Koerner","A8743","19630371","-","-","4.81","Log unit","OC(=O)C(CC)C","","","-","0","4.9692","Log unit","","-","","-","116-53-0"
"C[C@@H](O)CC(O)=O","-","144","3-hydroxybutanoic acid","-","Koerner","A8743","19630371","-","-","4.41","Log unit","OC(=O)CC(O)C","","","-","1","4.4063","Log unit","","-","","-","300-85-6"
"C[C@H](OC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O","-","122","2-[(2,4,5-trichlorophenyl)oxy]propanoic acid","-","Koerner","A8743","19630371","-","-","2.84","Log unit","OC(=O)C(Oc1cc(c(Cl)cc1Cl)Cl)C","","","-","13","2.6956","Log unit","","-","","-","93-72-1"
"C[C@H](OC1=C(Cl)C=C(Cl)C=C1)C(O)=O","-","138","2-[(2,4-dichlorophenyl)oxy]propanoic acid","-","Koerner","A8743","19630371","-","-","3.1","Log unit","OC(=O)C(Oc1c(Cl)cc(cc1)Cl)C","","","-","13","2.9483","Log unit","","-","","-","120-36-5"
"C[C@]12[C@@H]3[C@@H](C(O)=O)[C@]45CC(=C)[C@@](O)(C4)CC[C@@H]5[C@@]3(OC1=O)C=C[C@H]2O","-","107","gibberellic acid","-","Koerner","A8743","19630371","-","-","4.0","Log unit","OC(=O)C1C23C(C45OC(=O)C(C14)(C(C=C5)O)C)CCC(O)(C2)C(=C)C3","","","-","4","4.1635","Log unit","","-","","-","77-06-5"
"OC(=O)C1=CC=C(C=C1)C#N","-","34","4-Cyanobenzoic acid","-","Koerner","A8743","19630371","-","-","3.55","Log unit","OC(=O)c1ccc(C#N)cc1","","","-","0","3.5352","Log unit","","-","","-","619-65-8"
"OC(=O)C1=CC(=CC=C1)N(=O)=O","-","18","3-nitrobenzoic acid","-","Koerner","A8743","19630371","-","-","3.46","Log unit","OC(=O)c1cc(N(=O)=O)ccc1","","","-","7","3.693","Log unit","","-","","-","121-92-6"
"CS(=O)(=O)C1=CC=C(C=C1)C(O)=O","-","42","4-(Methylsulfonyl)benzoic acid","-","Koerner","A8743","19630371","-","-","3.64","Log unit","OC(=O)c1ccc(S(=O)(=O)C)cc1","","","-","10","3.5495","Log unit","","-","","-","4052-30-6"
"NC1=CC=C(C=C1)C(O)=O","-","21","4-Aminobenzoic acid","-","Koerner","A8743","19630371","-","-","4.85","Log unit","OC(=O)c1ccc(cc1)N","","","-","9","4.7699","Log unit","","-","","-","150-13-0"
"OC(=O)C1=CC=C(F)C=C1","-","23","4-Fluorobenzoic Acid","-","Koerner","A8743","19630371","-","-","4.14","Log unit","OC(=O)c1ccc(F)cc1","","","-","9","4.2185","Log unit","","-","","-","456-22-4"
"CC(=O)OC1=CC=CC=C1C(O)=O","-","48","2-(Acetyloxy)benzoic acid","-","Koerner","A8743","19630371","-","-","3.49","Log unit","OC(=O)c1c(OC(=O)C)cccc1","","","-","3","3.4148","Log unit","","-","","-","50-78-2"
"CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O","-","3","4-[(dipropylamino)sulfonyl]benzoic acid/probenecid","-","Koerner","A8743","19630371","-","-","3.4","Log unit","OC(=O)c1ccc(S(=O)(=O)N(CCC)CCC)cc1","","","-","7","3.5343","Log unit","","-","","-","57-66-9"
"OC(=O)C1=CC=C(O)C=C1","-","10","4-Hydroxybenzoic Acid","-","Koerner","A8743","19630371","-","-","4.54","Log unit","OC(=O)c1ccc(O)cc1","","","-","6","4.38","Log unit","","-","","-","99-96-7"
"C1CNCCN1","-","164","piperazine","-","Koerner","A4065","19961204","-","-","5.333","Log unit","N1CCNCC1","","","-","","5.1762","Log unit","","-","","-","-"
"CC1=CC(=CC=C1)C(O)=O","-","16","3-Methylbenzoic acid","-","Koerner","A8743","19630371","-","-","4.27","Log unit","OC(=O)c1cc(C)ccc1","","","-","9","4.0765","Log unit","","-","","-","99-04-7"
"OC(=O)C1=CC(=CC=C1)C#N","-","39","3-Cyanobenzoic acid","-","Koerner","A8743","19630371","-","-","3.6","Log unit","OC(=O)c1cc(C#N)ccc1","","","-","0","3.877","Log unit","","-","","-","1877-72-1"
"NC1=C(N)C=C(C=C1)C(O)=O","-","37","3,4-Diaminobenzoic acid","-","Koerner","A8743","19630371","-","-","3.49","Log unit","Nc1cc(C(=O)O)ccc1N","","","-","5","3.2518","Log unit","","-","","-","619-05-6"
"NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O","-","70","3-Amino-2,5-dichlorobenzoic acid","-","Koerner","A8743","19630371","-","-","3.4","Log unit","OC(=O)c1c(Cl)c(N)cc(Cl)c1","","","-","2","3.5959","Log unit","","-","","-","133-90-4"
"CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1","-","52","2-[(2,3-dimethylphenyl)amino]benzoic acid","-","Koerner","A8743","19630371","-","-","4.2","Log unit","OC(=O)c1c(Nc2c(c(C)ccc2)C)cccc1","","","-","17","3.8859","Log unit","","-","","-","61-68-7"
"OC(=O)C1=C(O)C=CC(Br)=C1","-","59","5-Bromo-2-hydroxybenzoic acid","-","Koerner","A8743","19630371","-","-","2.66","Log unit","OC(=O)c1cc(Br)ccc1O","","","-","10","2.6327","Log unit","","-","","-","89-55-4"
"OC(=O)C1=CC=CC=C1Cl","-","67","2-Chlorobenzoic Acid","-","Koerner","A8743","19630371","-","-","2.89","Log unit","OC(=O)c1ccccc1Cl","","","-","9","3.068","Log unit","","-","","-","118-91-2"
"OC(=O)CCC(O)=O","-","184","succinic acid","-","Koerner","A4065","19961204","-","-","4.207","Log unit","OC(=O)CCC(=O)O","","","-","","3.5542","Log unit","","-","","-","-"
"OC(=O)C1=CC(O)=C(O)C(O)=C1","-","20","3,4,5-Trihydroxybenzoic acid","-","Koerner","A8743","19630371","-","-","4.21","Log unit","OC(=O)c1cc(O)c(O)c(O)c1","","","-","11","3.9416","Log unit","","-","","-","149-91-7"
"CC1=CC=C(C=C1)C(O)=O","-","11","4-Methylbenzoic acid","-","Koerner","A8743","19630371","-","-","4.37","Log unit","OC(=O)c1ccc(C)cc1","","","-","6","4.2644","Log unit","","-","","-","99-94-5"
"OC(=O)C1=CC=CC(Cl)=C1","-","26","3-Chlorobenzoic Acid","-","Koerner","A8743","19630371","-","-","2.81","Log unit","OC(=O)c1cc(Cl)ccc1","","","-","0","3.8967","Log unit","","-","","-","535-80-8"
"CCN(CC)CCOC(=O)C1=CC=C(N)C=C1","-","167","procaine","-","Koerner","A4065","19961204","-","-","2.29","Log unit","Nc1ccc(cc1)C(=O)OCCN(CC)CC","","","-","","2.6991","Log unit","","-","","-","-"
"OC(=O)C1=CC(F)=CC=C1","-","22","3-FLUOROBENZOIC ACID","-","Koerner","A8743","19630371","-","-","3.86","Log unit","OC(=O)c1cc(F)ccc1","","","-","9","3.7578","Log unit","","-","","-","455-38-9"
"[H]OC1=C(C([H])=O)C(=C([H])N=C1C([H])([H])[H])C([H])([H])OP(=O)(O[H])O[H]","-","175","PYRIDOXAL-5-PHOSPHATE","-","Koerner","A4065","19961204","-","-","4.14","Log unit","n1cc(c(C=O)c(c1C)O)COP(=O)(O)O","","","-","","4.109","Log unit","","-","","-","-"
"CC1=C(O)C(CN)=C(CO)C=N1","-","176","pyridoxamine","-","Koerner","A4065","19961204","-","-","10.38","Log unit","NCc1c(cnc(c1O)C)CO","","","-","","9.8162","Log unit","","-","","-","-"
"OC(=O)C1=CC=C(C=C1)N(=O)=O","-","4","4-nitrobenzoic acid","-","Koerner","A8743","19630371","-","-","3.44","Log unit","OC(=O)c1ccc(N(=O)=O)cc1","","","-","0","3.4587","Log unit","","-","","-","62-23-7"
"[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]","-","193","tyrosine","-","Koerner","A4065","19961204","-","-","2.06","Log unit","OC(=O)C(Cc1ccc(cc1)O)N","","","-","","1.9998","Log unit","","-","","-","-"
"OC(=O)C1=C(O)C=CC(=C1)[N+]([O-])=O","-","64","2-Hydroxy-5-nitrobenzoic acid","-","Koerner","A8743","19630371","-","-","2.12","Log unit","OC(=O)c1cc([N+](=O)[O-])ccc1O","","","-","1","2.3742","Log unit","","-","","-","96-97-9"
"N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","-","192","Tryptophan","-","Koerner","A4065","19961204","-","-","2.36","Log unit","OC(=O)C(Cc1c2ccccc2[nH]c1)N","","","-","","2.5439","Log unit","","-","","-","-"
"O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1C1=CC=CC=C61","-","183","strychnine","-","Koerner","A4065","19961204","-","-","8.26","Log unit","N12C3C4(C5N(C(=O)CC6C5C(C3)C(=CCO6)C1)c1c4cccc1)CC2","","","-","","9.2735","Log unit","","-","","-","-"
