"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","IC group detected","MultiGroupDetection","CASRN"
"COC1=CC(=CC=C1O)C(=N)C1=CC=CC=C1","1-hydroxy-4-iminobenzyl-3-methoxybenzene","-","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","N=C(c1ccccc1)c1ccc(O)c(c1)OC","7.9216","Log unit","neth","c(ccc1C(=N)c(ccc2O)cc2OC)cc1","5","","","","","-"
"N=C(C1=CC=CC=C1)C1=CC=CC=C1","iminobenzylbenzene","-","A5793","-","-","-","7.48","Log unit","7.48","Log unit","25.0","?C","N=C(c1ccccc1)c1ccccc1","8.5219","Log unit","neth","c(ccc1C(=N)c(ccc2)cc2)cc1","5","","","","","-"
"COC1=CC=C(C(=N)C2=CC=CC=C2)C(OC)=C1","1-iminobenzyl-2,4-dimethoxybenzene","-","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","N=C(c1ccccc1)c1ccc(OC)cc1OC","7.6918","Log unit","neth","c(ccc1C(=N)c(ccc2OC)c(c2)OC)cc1","5","","","","","-"
"CC1=CC=C(C(=N)C2=CC=CC=C2)C(C)=C1","1-iminobenzyl-2,4-dimethylbenzene","-","A5793","-","-","-","7.5","Log unit","7.5","Log unit","25.0","?C","N=C(c1ccccc1)c1ccc(C)cc1C","8.7891","Log unit","neth","c(ccc1C(=N)c(ccc2C)c(c2)C)cc1","5","","","","","-"
"CC1=CC=C(C)C(=C1)C(=N)C1=CC=CC=C1","1-iminobenzyl-2,5-dimethylbenzene","-","A5793","-","-","-","7.5","Log unit","7.5","Log unit","25.0","?C","N=C(c1ccccc1)c1cc(ccc1C)C","8.7306","Log unit","neth","c(ccc1C(=N)c(cc(c2)C)c(c2)C)cc1","5","","","","","-"
"CC1=CC=CC(C)=C1C(=N)C1=CC=CC=C1","1-iminobenzyl-2,6-dimethylbenzene","-","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","N=C(c1ccccc1)c1c(cccc1C)C","8.7604","Log unit","neth","c(ccc1C(=N)c(c(cc2)C)c(c2)C)cc1","5","","","","","-"
"CC1=CC(=CC(C)=C1)C(=N)C1=CC=CC=C1","1-iminobenzyl-3,5-dimethylbenzene","-","A5793","-","-","-","7.1","Log unit","7.1","Log unit","25.0","?C","N=C(c1ccccc1)c1cc(cc(c1)C)C","8.7126","Log unit","neth","c(ccc1C(=N)c(cc(c2)C)cc2C)cc1","5","","","","","-"
"COC1=CC=CC=C1C(=N)C1=CC=CC=C1","1-iminobenzyl-2-methoxybenzene","-","A5793","-","-","-","7.3","Log unit","7.3","Log unit","25.0","?C","N=C(c1ccccc1)c1ccccc1OC","7.8348","Log unit","neth","c(ccc1C(=N)c(ccc2)c(c2)OC)cc1","5","","","","","-"
"COC1=CC(=CC=C1)C(=N)C1=CC=CC=C1","1-iminobenzyl-3-methoxybenzene","-","A5793","-","-","-","7.7","Log unit","7.7","Log unit","25.0","?C","N=C(c1ccccc1)c1cccc(c1)OC","8.1336","Log unit","neth","c(ccc1C(=N)c(ccc2)cc2OC)cc1","5","","","","","-"
"CC1=CC=CC=C1C(=N)C1=CC=CC=C1","1-iminobenzyl-2-methylbenzene","-","A5793","-","-","-","7.5","Log unit","7.5","Log unit","25.0","?C","N=C(c1ccccc1)c1ccccc1C","8.6481","Log unit","neth","c(ccc1C(=N)c(ccc2)c(c2)C)cc1","5","","","","","-"
"COC(=N)C1=CC=CC=C1","iminomethoxymethylbenzene","-","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","N=C(c1ccccc1)OC","6.9503","Log unit","neth","c(ccc1C(OC)=N)cc1","7","","","","","-"
"C1CNCCNC1","1,4-Diazacycloheptane","-","A5793","-","-","-","10.65","Log unit","10.65","Log unit","25.0","?C","N1CCNCCC1","10.3162","Log unit","3","N(CCN1)CCC1","0","","","","","-"
"N1C=CN=C1","Imidazole","-","A5793","-","-","-","6.9365","Log unit","6.9365","Log unit","25.0","?C","n1c[nH]cc1","6.9671","Log unit","nethR","N(=CN1)C=C1","0","","","","","-"
"N1C=CN=C1","Imidazole","-","A5793","-","-","-","14.5","Log unit","14.5","Log unit","25.0","?C","[nH]1cncc1","13.3969","Log unit","nr2_a","N(=CN1)C=C1","2","","","","","-"
"CC(=O)OCCC1CNC=N1","Imidazole, 4-(2-acctoxyethyl)-","-","A5793","-","-","-","7.27","Log unit","7.27","Log unit","25.0","?C","N1=CNCC1CCOC(=O)C","9.7244","Log unit","nethR","N(=CN1)C(C1)CCOC(=O)C","0","","","","","-"
"NCCC1=CNC=N1","Imidazole,4(5)-(2aminoethyl)-","-","A5793","-","-","-","6.2","Log unit","6.2","Log unit","25.0","?C","n1c[nH]cc1CCN","6.2403","Log unit","nethR","N(=CN1)C(=C1)CCN","0","","","","","-"
"NCC1=CNC=N1","Imisazole, 4-aminomethyl-","-","A5793","-","-","-","9.37","Log unit","9.37","Log unit","25.0","?C","NCc1nc[nH]c1","8.5639","Log unit","4","N(=CN1)C(=C1)CN","6","","","","","-"
"[NH2+]CC1=CNC=N1","Imisazole, 4-aminomethyl-","-","A5793","-","-","-","4.71","Log unit","4.71","Log unit","25.0","?C","n1c[nH]cc1C[NH2+]","6.1111","Log unit","nethR","N(=CN1)C(=C1)C[N+1]","0","","","","","-"
"N1C=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1","Imidazole, 4,5-diphenyl-","-","A5793","-","-","-","5.9","Log unit","5.9","Log unit","25.0","?C","n1c(c2ccccc2)c([nH]c1)c1ccccc1","5.6188","Log unit","nethR","c(ccc1C(N=C2)=C(N2)c(ccc3)cc3)cc1","5","","","","","-"
"CCN1C=CN=C1","Imidazole, 1-ethyl-","-","A5793","-","-","-","7.3","Log unit","7.3","Log unit","25.0","?C","n1ccn(c1)CC","6.7916","Log unit","nethR","N(C=C1)=CN1CC","0","","","","","-"
"CCC1=NC=CN1","Imidazole, 2-ethyl-","-","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","n1cc[nH]c1CC","7.3902","Log unit","nethR","N(C=C1)=C(N1)CC","0","","","","","-"
"OCC1=CNC=N1","Imidazole, 4(or5)-hydroxymethyl-","-","A5793","-","-","-","6.385","Log unit","6.385","Log unit","25.0","?C","n1c[nH]cc1CO","6.0024","Log unit","nethR","N(=CN1)C(=C1)CO","0","","","","","-"
"COC(=O)CCCC1=CNC=N1","Imidazole, 4-(3-methoxycarbonylpropyl)-","-","A5793","-","-","-","6.65","Log unit","6.65","Log unit","25.0","?C","n1c[nH]cc1CCCC(=O)OC","6.5758","Log unit","nethR","N(=CN1)C(=C1)CCCC(=O)OC","0","","","","","-"
"CN1C=CN=C1","Imidazloe, 1-methyl-","-","A5793","-","-","-","7.075","Log unit","7.075","Log unit","25.0","?C","n1cn(C)cc1","6.8177","Log unit","nethR","N(=CN1C)C=C1","0","","","","","-"
"CC1=NC=CN1","Imidazloe, 2-methyl-","-","A5793","-","-","-","7.851","Log unit","7.851","Log unit","25.0","?C","n1cc[nH]c1C","7.5161","Log unit","nethR","N(C=C1)=C(N1)C","0","","","","","-"
"CC1=CNC=N1","Imidazole,4(or5)-methyl-","-","A5793","-","-","-","7.444","Log unit","7.444","Log unit","25.0","?C","n1c[nH]cc1C","6.8261","Log unit","nethR","N1C=NC(C)=C1","2","","","","","-"
"O=N(=O)C1=CNC=N1","Imidazole, 4(or5)-nitro-","-","A5793","-","-","-","-0.05","Log unit","-0.05","Log unit","25.0","?C","n1c[nH]cc1N(=O)=O","-0.1905","Log unit","nethR","N(=CN1)C(=C1)N(=O)=O","0","","","","","-"
"N1C=CN=C1C1=CC=CC=C1","Imidazole, 2-phenyl-","-","A5793","-","-","-","6.48","Log unit","6.48","Log unit","25.0","?C","n1cc[nH]c1c1ccccc1","6.3045","Log unit","nethR","N(C=C1)=C(N1)c2ccccc2","0","","","","","-"
"CCN(CC)CCC(C1=NCCN1)C1=CC=CC=C1","2-Imidazoline, 2-(3-diethylamino-1-phenyl)prophyl-","-","A5793","-","-","-","10.09","Log unit","10.09","Log unit","25.0","?C","N1=C(C(c2ccccc2)CCN(CC)CC)NCC1","10.2425","Log unit","3","c(ccc1C(C(=NC2)NC2)CCN(CC)CC)cc1","6","","","","","-"
"CN(C)CCC(C1=NCCN1)C1=CC=CC=C1","2-Imidazoline, 2-(3-dimethylamino-1-phenyl)prophyl-","-","A5793","-","-","-","9.99","Log unit","9.99","Log unit","25.0","?C","N1=C(C(c2ccccc2)CCN(C)C)NCC1","10.1679","Log unit","3","c(ccc1C(C(=NC2)NC2)CCN(C)C)cc1","6","","","","","-"
"OC1=CC2=C(C=CC=C2)C=C1C1=[N+]CCN1","Imidazoline, 2-[3-(2-hyddroxynaphthyl)]-","-","A5793","-","-","-","7.01","Log unit","7.01","Log unit","25.0","?C","Oc1c(C2=[N+]CCN2)cc2ccccc2c1","6.9542","Log unit","oh","[N+1](CC1)=C(N1)c(cc(ccc2)c3c2)c(O)c3","14","","","","","-"
"[O-]C1=CC2=C(C=CC=C2)C=C1C1=NCCN1","Imidazoline, 2-[3-(2-hyddroxynaphthyl)]-","-","A5793","-","-","-","10.85","Log unit","10.85","Log unit","25.0","?C","N1=C(NCC1)c1cc2ccccc2cc1[O-]","8.8367","Log unit","nethR","N(CC1)=C(N1)c(cc(ccc2)c3c2)c([O-1])c3","0","","","","","-"
"NC(=N)NC(N)=N","DIGUANIDE","-","A5793","-","-","-","12.5","Log unit","12.5","Log unit","25.0","?C","N=C(N)NC(=N)N","12.0605","Log unit","neth","NC(=N)NC(=N)N","2","","","","","-"
"NC(=N)NC(N)=[NH2+]","DIGUANIDE","-","A5793","-","-","-","3.4","Log unit","3.4","Log unit","25.0","?C","N=C(NC(=[NH2+])N)N","6.5185","Log unit","neth","NC(=[N+1])NC(=N)N","5","","","","","-"
"NC(=N)NC(=N)NC1=CC2=C(C=C1)C=C1C=CC=CC1=C2","N1-(2-anthryl)diguanide","-","A5793","-","-","-","11.0","Log unit","11.0","Log unit","25.0","?C","N=C(NC(=N)Nc1cc2cc3ccccc3cc2cc1)N","9.2357","Log unit","neth","c1c(NC(=N)NC(=N)N)ccc2cc3ccccc3cc12","7","","","","","-"
"NC(=N)NC(=N)NC1=CC2=C(C=C1)C=C1C=CC=CC1=C2","N1-(2-anthryl)diguanide","-","A5793","-","-","-","10.4","Log unit","10.4","Log unit","25.0","?C","N=C(NC(=N)Nc1cc2cc3ccccc3cc2cc1)N","9.2357","Log unit","neth","c1c(NC(=N)NC(=N)N)ccc2cc3ccccc3cc12","7","","","","","-"
"NC(=N)NC(N)=NCC1=CC=CC=C1","benzyl-diguanide","-","A5793","-","-","-","11.25","Log unit","11.25","Log unit","25.0","?C","N=C(N)NC(=NCc1ccccc1)N","11.6379","Log unit","neth","NC(=N)NC(=NCc2ccccc2)N","2","","","","","-"
"NC(=[NH2+])NC(N)=NCC1=CC=CC=C1","benzyl-diguanide","-","A5793","-","-","-","2.7","Log unit","2.7","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)Cc1ccccc1","1.9848","Log unit","neth","NC(=[N+1])NC(=NCc2ccccc2)N","5","","","","","-"
"CC(C)NC(=N)NC(=N)NC1=CC=C(Br)C=C1","N1-(4-bromophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","11.4","Log unit","11.4","Log unit","25.0","?C","N=C(NC(=N)Nc1ccc(Br)cc1)NC(C)C","10.3394","Log unit","neth","N(c2ccc(Br)cc2)C(=N)NC(=N)NC(C)C","12","","","","","-"
"CC(C)NC(=[NH2+])NC(=N)NC1=CC=C(Br)C=C1","N1-(4-bromophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","2.2","Log unit","2.2","Log unit","25.0","?C","N=C(Nc1ccc(Br)cc1)NC(=[NH2+])NC(C)C","4.3859","Log unit","neth","N(c2ccc(Br)cc2)C(=N)NC(=[N+1])NC(C)C","9","","","","","-"
"CCCCN=C(N)NC(N)=N","butyl-diguanide","-","A5793","-","-","-","11.28","Log unit","11.28","Log unit","25.0","?C","N=C(N)NC(=NCCCC)N","11.8341","Log unit","neth","NC(=N)NC(=NCCCC)N","2","","","","","-"
"CCCCN=C(N)NC(N)=[NH2+]","butyl-diguanide","-","A5793","-","-","-","2.92","Log unit","2.92","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)CCCC","2.2862","Log unit","neth","NC(=[N+1])NC(=NCCCC)N","5","","","","","-"
"NC(=[NH2+])NC(=N)NC1=CC=C(Cl)C=C1","N1-(4-chlrophenyl)-diguanide","-","A5793","-","-","-","2.2","Log unit","2.2","Log unit","25.0","?C","N=C(NC(=[NH2+])N)Nc1ccc(Cl)cc1","4.3224","Log unit","neth","NC(=[N+1])NC(=N)Nc1ccc(Cl)cc1","5","","","","","-"
"NC(=N)NC(=N)NC1=CC=C(Cl)C=C1","N1-(4-chlrophenyl)-diguanide","-","A5793","-","-","-","10.4","Log unit","10.4","Log unit","25.0","?C","N=C(N)NC(=N)Nc1ccc(Cl)cc1","10.1577","Log unit","8","NC(=N)NC(=N)Nc1ccc(Cl)cc1","2","","","","","-"
"CC(C)NC(=N)NC(N)=NC1=CC=C(Cl)C=C1","N2-(4-chlrophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","10.4","Log unit","10.4","Log unit","25.0","?C","N=C(NC(=Nc1ccc(Cl)cc1)N)NC(C)C","10.6199","Log unit","neth","NC(=Nc2ccc(Cl)cc2)NC(=N)NC(C)C","12","","","","","-"
"CC(C)NC(=[NH2+])NC(N)=NC1=CC=C(Cl)C=C1","N2-(4-chlrophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","2.3","Log unit","2.3","Log unit","25.0","?C","N(=C(N)NC(=[NH2+])NC(C)C)c1ccc(Cl)cc1","5.0283","Log unit","neth","NC(=Nc2ccc(Cl)cc2)NC(=[N+1])NC(C)C","2","","","","","-"
"CC(C)NC(=N)NC(=N)N(C)C1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N1-methyl-diguanide","-","A5793","-","-","-","12.8","Log unit","12.8","Log unit","25.0","?C","N=C(NC(=N)N(c1ccccc1)C)NC(C)C","10.9394","Log unit","6","c1ccccc1N(C)C(=N)NC(=N)NC(C)C","12","","","","","-"
"CC(C)NC(=[NH2+])NC(=N)N(C)C1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N1-methyl-diguanide","-","A5793","-","-","-","2.4","Log unit","2.4","Log unit","25.0","?C","N=C(N(c1ccccc1)C)NC(=[NH2+])NC(C)C","5.1157","Log unit","neth","c1ccccc1N(C)C(=N)NC(=[N+1])NC(C)C","9","","","","","-"
"CN=C(NC(=N)NC(C)C)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N2-methyl-diguanide","-","A5793","-","-","-","11.8","Log unit","11.8","Log unit","25.0","?C","N=C(NC(=NC)Nc1ccccc1)NC(C)C","10.8585","Log unit","neth","c1ccccc1NC(=NC)NC(=N)NC(C)C","12","","","","","-"
"CN=C(NC(=[NH2+])NC(C)C)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N2-methyl-diguanide","-","A5793","-","-","-","2.3","Log unit","2.3","Log unit","25.0","?C","N(=C(Nc1ccccc1)NC(=[NH2+])NC(C)C)C","0.7313","Log unit","neth","c1ccccc1NC(=NC)NC(=[N+1])NC(C)C","8","","","","","-"
"C[N+]=C(NC(C)C)NC(=N)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N4-methyl-diguanide","-","A5793","-","-","-","2.0","Log unit","2.0","Log unit","25.0","?C","N=C(Nc1ccccc1)NC(=[N+]C)NC(C)C","6.7072","Log unit","neth","c1ccccc1NC(=N)NC(=[N+1]C)NC(C)C","8","","","","","-"
"CN=C(NC(C)C)NC(=N)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N4-methyl-diguanide","-","A5793","-","-","-","12.2","Log unit","12.2","Log unit","25.0","?C","N(=C(NC(=N)Nc1ccccc1)NC(C)C)C","10.7112","Log unit","neth","c1ccccc1NC(=N)NC(=NC)NC(C)C","11","","","","","-"
"NC(=N)NC(N)=NC1CCCCC1","cyclohexyl-diguanide","-","A5793","-","-","-","11.39","Log unit","11.39","Log unit","25.0","?C","N(=C(NC(=N)N)N)C1CCCCC1","11.8503","Log unit","neth","NC(=N)NC(=NC1CCCCC1)N","5","","","","","-"
"NC(=[NH2+])NC(N)=NC1CCCCC1","cyclohexyl-diguanide","-","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)C1CCCCC1","2.3306","Log unit","neth","NC(=[N+1])NC(=NC1CCCCC1)N","5","","","","","-"
"CCN(CC)C(=N)NC(N)=N","N'-diethyl-diguanide","-","A5793","-","-","-","11.66","Log unit","11.66","Log unit","25.0","?C","N=C(NC(=N)N)N(CC)CC","12.3336","Log unit","neth","NC(=N)NC(=N)N(CC)CC","5","","","","","-"
"NC(=N)NC(=N)NCCNC(=N)NC(N)=N","N-(diguanidoethylene)-diguanide","-","A5793","-","-","-","11.5","Log unit","11.5","Log unit","25.0","?C","N=C(NC(=N)NCCNC(=N)NC(=N)N)N","11.3538","Log unit","neth","NC(=N)NC(=N)NCCNC(=N)NC(=N)N","14","","","","","-"
"NC(=[NH2+])NC(=N)NCCNC(=N)NC(N)=[NH2+]","N-(diguanidoethylene)-diguanide","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","N=C(NCCNC(=N)NC(=[NH2+])N)NC(=[NH2+])N","5.9323","Log unit","neth","NC(=[N+1])NC(=N)NCCNC(=N)NC(=[N+1])N","11","","","","","-"
"CN(C)C(=N)NC(N)=N","N'-dimethyl-diguanide","-","A5793","-","-","-","11.52","Log unit","11.52","Log unit","25.0","?C","N=C(NC(=N)N)N(C)C","12.3252","Log unit","neth","NC(=N)NC(=N)N(C)C","5","","","","","-"
"CN(C)C(=N)NC(N)=[NH2+]","N'-dimethyl-diguanide","-","A5793","-","-","-","2.75","Log unit","2.75","Log unit","25.0","?C","N=C(NC(=[NH2+])N)N(C)C","6.9526","Log unit","neth","NC(=[N+1])NC(=N)N(C)C","5","","","","","-"
"CCN=C(N)NC(N)=N","N'-ethyl-diguanide","-","A5793","-","-","-","11.47","Log unit","11.47","Log unit","25.0","?C","N=C(N)NC(=NCC)N","11.9259","Log unit","neth","NC(=N)NC(=NCC)N","2","","","","","-"
"CCN=C(N)NC(N)=[NH2+]","N'-ethyl-diguanide","-","A5793","-","-","-","3.08","Log unit","3.08","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)CC","2.3093","Log unit","neth","NC(=[N+1])NC(=NCC)N","5","","","","","-"
"CCCCCCN=C(N)NC(N)=N","hexyl-diguanide","-","A5793","-","-","-","11.44","Log unit","11.44","Log unit","25.0","?C","N(=C(NC(=N)N)N)CCCCCC","11.6646","Log unit","neth","NC(=N)NC(=NCCCCCC)N","5","","","","","-"
"CCCCCCN=C(N)NC(N)=[NH2+]","cyclohexyl-diguanide","-","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)CCCCCC","2.1312","Log unit","neth","NC(=[N+1])NC(=NCCCCCC)N","5","","","","","-"
"CC(C)NC(=N)NC(=N)NC1=CC=C(I)C=C1","N1-(4-Iodophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","11.0","Log unit","11.0","Log unit","25.0","?C","N=C(NC(=N)Nc1ccc(I)cc1)NC(C)C","10.1786","Log unit","neth","N(c2ccc(I)cc2)C(=N)NC(=N)NC(C)C","12","","","","","-"
"CC(C)N=C(N)NC(N)=N","isoprpyl-diguanide","-","A5793","-","-","-","11.35","Log unit","11.35","Log unit","25.0","?C","N=C(N)NC(=NC(C)C)N","11.9204","Log unit","neth","NC(=N)NC(=NC(C)C)N","2","","","","","-"
"CC(C)N=C(N)NC(N)=[NH2+]","isoprpyl-diguanide","-","A5793","-","-","-","3.1","Log unit","3.1","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)C(C)C","2.3277","Log unit","neth","NC(=[N+1])NC(=NC(C)C)N","5","","","","","-"
"CC(C)NC(=N)NC(=N)NC1=CC=CC=C1","N1-isopropyl-(4-Iodophenyl)-N5-diguanide","-","A5793","-","-","-","11.5","Log unit","11.5","Log unit","25.0","?C","N=C(NC(=N)Nc1ccccc1)NC(C)C","10.8782","Log unit","neth","N(c2ccccc2)C(=N)NC(=N)NC(C)C","11","","","","","-"
"CC(C)NC(=[NH2+])NC(=N)NC1=CC=CC=C1","N1-isopropyl-(4-Iodophenyl)-N5-diguanide","-","A5793","-","-","-","1.9","Log unit","1.9","Log unit","25.0","?C","N=C(Nc1ccccc1)NC(=[NH2+])NC(C)C","4.958","Log unit","neth","N(c2ccccc2)C(=N)NC(=[N+1])NC(C)C","8","","","","","-"
"CN=C(N)NC(N)=N","N'-methyl-diguanide","-","A5793","-","-","-","11.42","Log unit","11.42","Log unit","25.0","?C","N=C(N)NC(=NC)N","11.9466","Log unit","neth","NC(=N)NC(=NC)N","2","","","","","-"
"CN=C(N)NC(N)=[NH2+]","N'-methyl-diguanide","-","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)C","2.2983","Log unit","neth","NC(=[N+1])NC(=NC)N","5","","","","","-"
"NC(=N)NC(N)=NC1=CC=CC2=C1C=CC=C2","napthyl-diguanide","-","A5793","-","-","-","10.24","Log unit","10.24","Log unit","25.0","?C","N(=C(NC(=N)N)N)c1cccc2ccccc12","10.4035","Log unit","neth","NC(=N)NC(=Nc1cccc2ccccc12)N","5","","","","","-"
"NC(=N)NC(N)=[N+]C1=CC=CC2=C1C=CC=C2","napthyl-diguanide","-","A5793","-","-","-","2.04","Log unit","2.04","Log unit","25.0","?C","N=C(N)NC(=[N+]c1cccc2ccccc12)N","6.7617","Log unit","neth","NC(=N)NC(=[N+1]c1cccc2ccccc12)N","2","","","","","-"
"NC(=N)NC(N)=NC1=CC2=C(C=CC=C2)C=C1","2-napthyl-diguanide","-","A5793","-","-","-","10.7","Log unit","10.7","Log unit","25.0","?C","N(=C(N)NC(=N)N)c1cc2ccccc2cc1","10.2956","Log unit","neth","c1c(N=C(N)NC(=N)N)ccc2ccccc12","2","","","","","-"
"NC(=N)NC(=N)NC1=CC=CC=C1","phenyl-diguanide","-","A5793","-","-","-","10.7","Log unit","10.7","Log unit","25.0","?C","N=C(N)NC(=N)Nc1ccccc1","10.6579","Log unit","8","NC(=N)NC(=N)Nc1ccccc1","2","","","","","-"
"NC(=[NH2+])NC(=N)NC1=CC=CC=C1","DIGUANIDE","-","A5793","-","-","-","2.1","Log unit","2.1","Log unit","25.0","?C","N=C(NC(=[NH2+])N)Nc1ccccc1","4.9645","Log unit","neth","NC(=[N+1])NC(=N)Nc1ccccc1","5","","","","","-"
"CCCN=C(N)NC(N)=N","propyl-diguanide","-","A5793","-","-","-","11.35","Log unit","11.35","Log unit","25.0","?C","N=C(N)NC(=NCCC)N","11.8919","Log unit","neth","NC(=N)NC(=NCCC)N","2","","","","","-"
"CCCN=C(N)NC(N)=[NH2+]","isoprpyl-diguanide","-","A5793","-","-","-","3.1","Log unit","3.1","Log unit","25.0","?C","N(=C(NC(=[NH2+])N)N)CCC","2.3162","Log unit","neth","NC(=[N+1])NC(=NCCC)N","5","","","","","-"
"NC(N)=N","GUANIDINE","-","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","N=C(N)N","12.5479","Log unit","neth","NC(=N)N","2","","","","","-"
"CC(=O)N=C(N)N","Acetylguanidine","-","A5793","-","-","-","8.26","Log unit","8.26","Log unit","25.0","?C","N(=C(N)N)C(=O)C","3.6835","Log unit","neth","NC(=NC(=O)C)N","2","","","","","-"
"NN=C(N)N","aminoguanidine","-","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","NC(=NN)N","-4.1295","Log unit","neth","NC(=NN)N","0","","","","","-"
"NC(N)=NC1=CC2=C(C=C1)C=C1C=CC=CC1=C2","2-anthrylguanidine","-","A5793","-","-","-","11.0","Log unit","11.0","Log unit","25.0","?C","N(=C(N)N)c1cc2cc3ccccc3cc2cc1","10.0715","Log unit","neth","c1c(N=C(N)N)ccc2cc3ccccc3cc12","2","","","","","-"
"CNC(=N)NC","N,N'-Dimethylguanidine","-","A5793","-","-","-","13.9","Log unit","13.9","Log unit","25.0","?C","N=C(NC)NC","13.0128","Log unit","neth","CNC(=N)NC","3","","","","","-"
"CN(C)C(N)=NN(=O)=O","N,N-Dimethyl-N'-nitroguanidine","-","A5793","-","-","-","-1.3","Log unit","-1.3","Log unit","25.0","?C","N(C)(C)C(=NN(=O)=O)N","2.0894","Log unit","neth","CN(C)C(=NN(=O)=O)N","1","","","","","-"
"N=C(NC1=CC=CC=C1)NC1=CC=CC=C1","N,N'-Dphenylguanidine","-","A5793","-","-","-","10.3","Log unit","10.3","Log unit","25.0","?C","N=C(Nc1ccccc1)Nc1ccccc1","9.3848","Log unit","neth","c1ccccc1NC(=N)Nc1ccccc1","8","","","","","-"
"CNC(N)=N","METHYLGUANIDINE","-","A5793","-","-","-","13.7","Log unit","13.7","Log unit","25.0","?C","N=C(NC)N","12.7767","Log unit","neth","CNC(=N)N","3","","","","","-"
"CNC(N)=NN(=O)=O","N-Methyl-N'-nitroguanidine","-","A5793","-","-","-","-0.9","Log unit","-0.9","Log unit","25.0","?C","N(C)C(=NN(=O)=O)N","2.6174","Log unit","neth","CNC(=NN(=O)=O)N","1","","","","","-"
"NC(N)=NC1=CC2=C(C=CC=C2)C=C1","2-napthylguanidine","-","A5793","-","-","-","10.7","Log unit","10.7","Log unit","25.0","?C","N(=C(N)N)c1cc2ccccc2cc1","10.7975","Log unit","neth","c1c(N=C(N)N)ccc2ccccc12","2","","","","","-"
"CNC1=CC=C(NCCO)C2=C1C(=O)C1=CC=CC=C1C2=O","Disperse blue 3","-","A5793","-","-","-","1.67","Log unit","1.67","Log unit","25.0","?C","N(c1ccc(NC)c2C(=O)c3ccccc3C(=O)c12)CCO","1.1297","Log unit","4","c1(NC)ccc(NCCO)c2C(=O)c3ccccc3C(=O)c12","6","","","","","-"
"N[NH2+]","HYDRAZINE","-","A5793","-","-","-","-0.9","Log unit","-0.9","Log unit","25.0","?C","N[NH2+]","2.6315","Log unit","nr2","N[N+1]","0","","","","","-"
"CCN(N)CC","N,N-di-ethylhydrazine","-","A5793","-","-","-","7.71","Log unit","7.71","Log unit","25.0","?C","NN(CC)CC","6.0444","Log unit","3","NN(CC)CC","0","","","","","-"
"CN(C)N","N,N-di-methylhydrazine","-","A5793","-","-","-","7.21","Log unit","7.21","Log unit","25.0","?C","NN(C)C","5.8762","Log unit","3","NN(C)C","0","","","","","-"
"CCNN","Ethylhydrazine","-","A5793","-","-","-","7.99","Log unit","7.99","Log unit","25.0","?C","NNCC","5.8044","Log unit","3","NNCC","0","","","","","-"
"CNN","METHYLHYDRAZINE","-","A5793","-","-","-","7.87","Log unit","7.87","Log unit","25.0","?C","NNC","5.7509","Log unit","3","NNC","0","","","","","-"
