"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","IC group given","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","AtomNR of IC","groupsAndICs","COMMENTS","INCHI_KEY"
"OC(=O)C1=CC=C(I)C=C1","619-58-9","R2182247","M3215","-","37","4-iodobenzoic acid","-","Koerner","Koerner","A3183","-","464","4","3.997","Log unit","3.997","Log unit","25.0","?C","O=C(O)c1ccc(I)cc1","benzoic acid (meta/para subs.)","","","-","","-","","","","-","GHICCUXQJBDNRN-UHFFFAOYSA"
"OC(=O)C1=CC(C=O)=CC=C1","619-21-6","R2182248","M22602","-","38","3-FORMYLBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.84","Log unit","3.84","Log unit","25.0","?C","O=C(O)c1cc(ccc1)C=O","benzoic acid (meta/para subs.)","","","-","","-","","","","-","UHDNUPHSDMOGCR-UHFFFAOYSA"
"NC1=C(N)C=C(C=C1)C(O)=O","619-05-6","R2182249","M3749","-","39","3,4-DIAMINO-BENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.49","Log unit","3.49","Log unit","25.0","?C","O=C(O)c1ccc(c(N)c1)N","benzoic acid (meta/para subs.)","","","-","","-","","","","-","HEMGYNNCNNODNX-UHFFFAOYSA"
"COC1=CC(=CC(OC)=C1)C(O)=O","1132-21-4","R2182250","M24708","-","40","3,5-DIMETHOXYBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.97","Log unit","3.97","Log unit","25.0","?C","O=C(O)c1cc(cc(OC)c1)OC","benzoic acid (meta/para subs.)","","","-","","-","","","","-","IWPZKOJSYQZABD-UHFFFAOYSA"
"OC(=O)C1=CC=CC(=C1)C#N","1877-72-1","R2182251","M3610","-","41","m-Cyanobenzoic acid","-","Koerner","Koerner","A3183","-","464","4","3.6","Log unit","3.6","Log unit","20.0","?C","O=C(O)c1cc(C#N)ccc1","benzoic acid (meta/para subs.)","","","-","","-","","","","-","GYLKKXHEIIFTJH-UHFFFAOYSA"
"OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1","2215-77-2","R2182252","M10142","-","42","p-Phenoxybenzoic acid","-","Koerner","Koerner","A3183","-","464","4","4.52","Log unit","4.52","Log unit","","-","O=C(O)c1ccc(Oc2ccccc2)cc1","benzoic acid (meta/para subs.)","","","-","","-","","","","-","RYAQFHLUEMJOMF-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC=C1O","303-07-1","R1509581","M218","-","72","2,6-Dihydroxybenzoic Acid","-","Koerner","Koerner","A8743","19630371","-","-","1.05","Log unit","1.05","Log unit","","-","OC(=O)c1c(O)cccc1O","","10","1.5142","Log unit","","-","","","","-","AKEUNCKRJATALU-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC(Cl)=C1","321-14-2","R1509582","M19988","-","73","5-Chloro-2-hydroxybenzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.65","Log unit","2.65","Log unit","","-","OC(=O)c1c(O)ccc(Cl)c1","","2","2.589","Log unit","","-","","","","-","NKBASRXWGAGQDP-UHFFFAOYSA"
"OC(=O)C1=C(F)C=CC=C1","445-29-4","R1509583","M20472","-","74","2-FLUOROBENZOIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","3.27","Log unit","3.27","Log unit","","-","OC(=O)c1c(F)cccc1","","2","3.3089","Log unit","","-","","","","-","NSTREUWFTAOOKS-UHFFFAOYSA"
"OC(=O)C1=CC(O)=CC=C1O","490-79-9","R1509584","M12697","-","75","2,5-Dihydroxybenzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.95","Log unit","2.95","Log unit","","-","OC(=O)c1cc(O)ccc1O","","0","2.5282","Log unit","","-","","","","-","WXTMDXOMEHJXQO-UHFFFAOYSA"
"OC(=O)C1=CC=CC=C1N(=O)=O","552-16-9","R1509585","M10447","-","76","2-NITROBENZOIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","2.17","Log unit","2.17","Log unit","","-","OC(=O)c1ccccc1N(=O)=O","","10","2.3191","Log unit","","-","","","","-","SLAMLWHELXOEJZ-UHFFFAOYSA"
"CC(=O)C1=CC=CC=C1C(O)=O","577-56-0","R1509586","M21878","-","77","2-Acetylbenzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.13","Log unit","4.13","Log unit","","-","OC(=O)c1ccccc1C(=O)C","","11","4.1236","Log unit","","-","","","","-","QDAWXRKTSATEOP-UHFFFAOYSA"
"COC1=CC=CC=C1C(O)=O","579-75-9","R1509587","M4478","-","78","2-(methyloxy)benzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.9","Log unit","3.9","Log unit","","-","OC(=O)c1ccccc1OC","","9","3.7271","Log unit","","-","","","","-","ILUJQPXNXACGAN-UHFFFAOYSA"
"OC(=O)C1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O","609-99-4","R1509588","M22380","-","79","2-Hydroxy-3,5-dinitrobenzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","0.7","Log unit","0.7","Log unit","","-","OC(=O)c1c(O)c(N(=O)=O)cc(N(=O)=O)c1","","2","1.9926","Log unit","","-","","","","-","LWFUFLREGJMOIZ-UHFFFAOYSA"
"OC(=O)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O","610-30-0","R1509589","M22387","-","80","2,4-DINITROBENZOIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","1.42","Log unit","1.42","Log unit","","-","OC(=O)c1c(N(=O)=O)cc(N(=O)=O)cc1","","2","1.6934","Log unit","","-","","","","-","ZIIGSRYPZWDGBT-UHFFFAOYSA"
"CC1=CC=CC(C)=C1C(O)=O","632-46-2","R1509590","M23003","-","81","2,6-DIMETHYLBENZOIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","3.35","Log unit","3.35","Log unit","","-","OC(=O)c1c(cccc1C)C","","9","3.8414","Log unit","","-","","","","-","HCBHQDKBSKYGCK-UHFFFAOYSA"
"CC1=C(F)C(F)=C(C(O)=O)C(F)=C1F","652-32-4","R1509591","M23181","-","82","2,3,5,6-Tetrafluoro-4-methylbenzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.0","Log unit","2.0","Log unit","","-","OC(=O)c1c(F)c(F)c(C)c(F)c1F","","0","2.1444","Log unit","","-","","","","-","COOULIOYEXBFDT-UHFFFAOYSA"
"OC(=O)C1=CC=CC=C1C1=CC=CC=C1","947-84-2","R1509592","M24160","-","83","2-Biphenylcarboxylic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.46","Log unit","3.46","Log unit","","-","OC(=O)c1ccccc1c1ccccc1","","14","3.6808","Log unit","","-","","","","-","ILYSAKHOYBPSPC-UHFFFAOYSA"
"COC1=CC=CC(OC)=C1C(O)=O","1466-76-8","R1509593","M25188","-","84","2,6-bis(methyloxy)benzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.44","Log unit","3.44","Log unit","","-","OC(=O)c1c(OC)cccc1OC","","12","3.3877","Log unit","","-","","","","-","MBIZFBDREVRUHY-UHFFFAOYSA"
"COC1=CC=CC(C(O)=O)=C1OC","1521-38-6","R1509594","M25300","-","85","2,3-dimethyloxybenzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.98","Log unit","3.98","Log unit","","-","OC(=O)c1cccc(OC)c1OC","","8","3.492","Log unit","","-","","","","-","FODBVCSYJKNBLO-UHFFFAOYSA"
"COC1=C(Cl)C=CC(Cl)=C1C(O)=O","1918-00-9","R1509595","M4736","-","86","3,6-dichloro-2-(methyloxy)benzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","1.97","Log unit","1.97","Log unit","","-","OC(=O)c1c(OC)c(Cl)ccc1Cl","","2","2.5424","Log unit","","-","","","","-","IWEDIXLBFLAXBO-UHFFFAOYSA"
"OC(=O)C1=C(OC2=CC=CC=C2)C=CC=C1","2243-42-7","R1509596","M8635","-","87","2-(phenyloxy)benzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.53","Log unit","3.53","Log unit","","-","OC(=O)c1c(cccc1)Oc1ccccc1","","2","3.5987","Log unit","","-","","","","-","PKRSYEPBQPFNRB-UHFFFAOYSA"
"CC(C)C1=CC=CC=C1C(O)=O","2438-04-2","R1509597","M26883","-","88","2-(1-methylethyl)benzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.63","Log unit","3.63","Log unit","","-","OC(=O)c1ccccc1C(C)C","","10","3.8859","Log unit","","-","","","","-","BANZVKGLDQDFDV-UHFFFAOYSA"
"OC(=O)C1=C(Cl)C=CC(=C1)N(=O)=O","2516-96-3","R1509598","M27018","-","89","2-CHLORO-5-NITROBENZOIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","2.17","Log unit","2.17","Log unit","","-","OC(=O)c1c(ccc(N(=O)=O)c1)Cl","","2","2.6839","Log unit","","-","","","","-","QUEKGYQTRJVEQC-UHFFFAOYSA"
"OC(=O)C1=CC=CC(=C1Cl)N(=O)=O","3970-35-2","R1509599","M28874","-","90","2-CHLORO-3-NITROBENZOIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","2.02","Log unit","2.02","Log unit","","-","OC(=O)c1c(c(N(=O)=O)ccc1)Cl","","7","2.7415","Log unit","","-","","","","-","JRQDVRIQJJPHEQ-UHFFFAOYSA"
"OC(=O)C1=CC=CC=C1C(=O)NC1=CC=CC=C1","4727-29-1","R1509600","M29633","-","91","2-[(phenylamino)carbonyl]benzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.5","Log unit","2.5","Log unit","","-","OC(=O)c1ccccc1C(=O)Nc1ccccc1","","17","2.9103","Log unit","","-","","","","-","DSUPUOGOCIFZBG-UHFFFAOYSA"
"OC(=O)C1=C(C=CC=C1Cl)N(=O)=O","5344-49-0","R1509601","M30131","-","92","2-Chloro-6-nitrobenzoic acid","-","Koerner","Koerner","A8743","19630371","-","","1.34","Log unit","1.34","Log unit","","-","OC(=O)c1c(Cl)cccc1N(=O)=O","","","","-","","-","","","","","JYHOMEFOTKWQPN-UHFFFAOYSA"
"CC1=CC=CC(Cl)=C1C(O)=O","21327-86-6","R1509602","M35247","-","93","2-Chloro-6-methylbenzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.75","Log unit","2.75","Log unit","","-","OC(=O)c1c(Cl)cccc1C","","0","2.9599","Log unit","","-","","","","-","CEFMMQYDPGCYMG-UHFFFAOYSA"
"NC(=O)CNC1=CC=CC=C1C(O)=O","25784-02-5","R1509603","M32018","-","94","2-[(2-Amino-2-oxoethyl)amino]benzoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.2","Log unit","4.2","Log unit","","-","OC(=O)c1ccccc1NCC(=O)N","","3","4.5991","Log unit","","-","","","","-","KUOJUHNHROAKAP-UHFFFAOYSA"
"CC(O)C(O)=O","50-21-5","R1509604","M5306","-","95","2-hydroxypropanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.86","Log unit","3.86","Log unit","","-","OC(=O)C(C)O","","4","3.7849","Log unit","","-","","","","-","JVTAAEKCZFNVCJ-UHFFFAOYSA"
"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O","53-86-1","R1509605","M1329","-","96","[1-[(4-chlorophenyl)carbonyl]-2-methyl-5-(methyloxy)-1H-indol-3-yl]acetic acid/indomethacin","-","Koerner","Koerner","A8743","19630371","-","-","4.5","Log unit","4.5","Log unit","","-","OC(=O)Cc1c(n(c2c1cc(OC)cc2)C(=O)c1ccc(cc1)Cl)C","","12","3.8027","Log unit","","-","","","","-","CGIGDMFJXJATDK-UHFFFAOYSA"
"NC1=CC=C(C=C1)C(=O)NCC(O)=O","61-78-9","R1509606","M4045","-","97","N-[(4-aminophenyl)carbonyl]glycine","-","Koerner","Koerner","A8743","19630371","-","-","3.8","Log unit","3.8","Log unit","","-","Nc1ccc(C(=O)NCC(=O)O)cc1","","6","4.2424","Log unit","","-","","","","-","HSMNQINEKMPTIC-UHFFFAOYSA"
"CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","61-33-6","R1509607","M4999","-","98","3,3-dimethyl-7-oxo-6-[(phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid/benzylpenicillin","-","Koerner","Koerner","A8743","19630371","-","-","2.74","Log unit","2.74","Log unit","","-","OC(=O)C1C(C)(C)SC2C(C(=O)N12)NC(=O)Cc1ccccc1","","5","3.5293","Log unit","","-","","","","-","JGSARLDLIJGVTE-MBNYWOFBSA"
"COC1=CC=CC(OC)=C1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O","61-32-5","R1509608","M9792","-","99","6-({[2,6-bis(methyloxy)phenyl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acidmethicillin","-","Koerner","Koerner","A8743","19630371","-","-","2.77","Log unit","2.77","Log unit","","-","OC(=O)C1C(C)(C)SC2C(C(=O)N12)NC(=O)c1c(OC)cccc1OC","","5","2.9643","Log unit","","-","","","","-","RJQXTJLFIWVMTO-TYNCELHUSA"
"CC(O)=O","64-19-7","R1509609","M9421","-","100","acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.76","Log unit","4.76","Log unit","","-","OC(=O)C","","2","4.5434","Log unit","","-","","","","-","QTBSBXVTEAMEQO-UHFFFAOYSA"
"OC(=O)CS","68-11-1","R1509610","M1693","-","101","Mercaptoacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.55","Log unit","3.55","Log unit","","-","OC(=O)CS","","3","4.2001","Log unit","","-","","","","-","CWERGRDVMFNCDR-UHFFFAOYSA"
"CC(Cl)(Cl)C(O)=O","75-99-0","R1509611","M17427","-","102","2,2-Dichloropropanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","1.79","Log unit","1.79","Log unit","","-","OC(=O)C(Cl)(Cl)C","","2","2.6257","Log unit","","-","","","","-","NDUPDOJHUQKPAG-UHFFFAOYSA"
"CC(C)(C)C(O)=O","75-98-9","R1509612","M4682","-","103","2,2-DIMETHYLPROPANOIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","5.03","Log unit","5.03","Log unit","","-","OC(=O)C(C)(C)C","","6","4.9282","Log unit","","-","","","","-","IUGYQRQAERSCNH-UHFFFAOYSA"
"OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","76-93-7","R1509613","M11153","-","104","hydroxy(diphenyl)acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.05","Log unit","3.05","Log unit","","-","OC(=O)C(O)(c1ccccc1)c1ccccc1","","15","3.6997","Log unit","","-","","","","-","UKXSKSHDVLQNKG-UHFFFAOYSA"
"OC(=O)C(F)(F)F","76-05-1","R1509614","M15134","-","105","Trifluoroacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","0.52","Log unit","0.52","Log unit","","-","OC(=O)C(F)(F)F","","2","0.9503","Log unit","","-","","","","-","DTQVDTLACAAQTR-UHFFFAOYSA"
"OC(=O)C(Cl)(Cl)Cl","76-03-9","R1509615","M17430","-","106","TRICHLOROACETIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","0.51","Log unit","0.51","Log unit","","-","OC(=O)C(Cl)(Cl)Cl","","2","1.7156","Log unit","","-","","","","-","YNJBWRMUSHSURL-UHFFFAOYSA"
"C[C@]12[C@@H]3[C@@H](C(O)=O)[C@]45CC(=C)[C@@](O)(C4)CC[C@@H]5[C@@]3(OC1=O)C=C[C@H]2O","77-06-5","R1509616","M1107479","-","107","gibberellic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.0","Log unit","4.0","Log unit","","-","OC(=O)C1C23C(C45OC(=O)C(C14)(C(C=C5)O)C)CCC(O)(C2)C(=C)C3","","4","4.1635","Log unit","","-","","","","-","IXORZMNAPKEEDV-ZVQGTXEJSA"
"OC(=O)C(Cl)Cl","79-43-6","R1509617","M17565","-","108","DICHLOROACETIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","1.26","Log unit","1.26","Log unit","","-","OC(=O)C(Cl)Cl","","2","2.297","Log unit","","-","","","","-","JXTHNDFMNIQAHM-UHFFFAOYSA"
"CC(C)C(O)=O","79-31-2","R1509618","M5785","-","109","2-Methylpropanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.84","Log unit","4.84","Log unit","","-","OC(=O)C(C)C","","4","4.8669","Log unit","","-","","","","-","KQNPFQTWMSNSAP-UHFFFAOYSA"
"OCC(O)=O","79-14-1","R1509619","M94","-","110","hydroxyacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.83","Log unit","3.83","Log unit","","-","OC(=O)CO","","2","3.5263","Log unit","","-","","","","-","AEMRFAOFKBGASW-UHFFFAOYSA"
"OC(=O)CCl","79-11-8","R1509620","M2769","-","111","chloroacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.87","Log unit","2.87","Log unit","","-","OC(=O)CCl","","0","3.0557","Log unit","","-","","","","-","FOCAUTSVDIKZOP-UHFFFAOYSA"
"CCC(O)=O","79-09-4","R1509621","M12780","-","112","Propanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.88","Log unit","4.88","Log unit","","-","OC(=O)CC","","3","4.7547","Log unit","","-","","","","-","XBDQKXXYIPTUBI-UHFFFAOYSA"
"OC(=O)CBr","79-08-3","R1509622","M5489","-","113","Bromoacetic Acid","-","Koerner","Koerner","A8743","19630371","-","-","2.89","Log unit","2.89","Log unit","","-","OC(=O)CBr","","2","2.639","Log unit","","-","","","","-","KDPAWGWELVVRCH-UHFFFAOYSA"
"C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","81-25-4","R1509623","M771","-","114","3,7,12-Trihydroxycholan-24-oic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.98","Log unit","4.98","Log unit","","-","OC(=O)CCC(C1C2(C(C3C(C4(C(CC3O)CC(O)CC4)C)CC2O)CC1)C)C","","3","4.475","Log unit","","-","","","","-","BHQCQFFYRZLCQQ-OELDTZBJSA"
"OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl","85-34-7","R1509624","M9561","-","115","(2,3,6-Trichlorophenyl)acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.7","Log unit","3.7","Log unit","","-","OC(=O)Cc1c(Cl)ccc(Cl)c1Cl","","2","3.0005","Log unit","","-","","","","-","QZXCCPZJCKEPSA-UHFFFAOYSA"
"OC(=O)CC1=C2C=CC=CC2=CC=C1","86-87-3","R1509625","M8773","-","116","1-naphthalenylacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.23","Log unit","4.23","Log unit","","-","OC(=O)Cc1cccc2ccccc12","","0","4.7484","Log unit","","-","","","","-","PRPINYUDVPFIRX-UHFFFAOYSA"
"OC(=O)CC1=CNC2=CC=CC=C12","87-51-4","R1509626","M10299","-","117","1H-indol-3-ylacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.75","Log unit","4.75","Log unit","","-","OC(=O)Cc1c[nH]c2c1cccc2","","0","4.6619","Log unit","","-","","","","-","SEOVTRFCIGRIMH-UHFFFAOYSA"
"CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","87-08-1","R1509627","M929","-","118","3,3-dimethyl-7-oxo-6-{[(phenyloxy)acetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid/phenoxymethylpenicillin","-","Koerner","Koerner","A8743","19630371","-","-","2.79","Log unit","2.79","Log unit","","-","OC(=O)C1C(C)(C)SC2C(C(=O)N12)NC(=O)COc1ccccc1","","5","3.3903","Log unit","","-","","","","-","BPLBGHOLXOTWMN-MBNYWOFBSA"
"CCC(CC)C(O)=O","88-09-5","R1509628","M8338","-","119","2-Ethylbutanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.71","Log unit","4.71","Log unit","","-","OC(=O)C(CC)CC","","2","5.0419","Log unit","","-","","","","-","OXQGTIUCKGYOAA-UHFFFAOYSA"
"OC(C(O)=O)C1=CC=CC=C1","90-64-2","R1509629","M4751","-","120","Hydroxy(phenyl)acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.41","Log unit","3.41","Log unit","","-","OC(=O)C(O)c1ccccc1","","3","3.7512","Log unit","","-","","","","-","IWYDHOAUDWTVEP-UHFFFAOYSA"
"OC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl","93-76-5","R1509630","M10491","-","121","[(2,4,5-trichlorophenyl)oxy]acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.83","Log unit","2.83","Log unit","","-","OC(=O)COc1cc(Cl)c(Cl)cc1Cl","","2","2.5615","Log unit","","-","","","","-","SMYMJHWAQXWPDB-UHFFFAOYSA"
"C[C@H](OC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O","93-72-1","R1509631","M130896","-","122","2-[(2,4,5-trichlorophenyl)oxy]propanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.84","Log unit","2.84","Log unit","","-","OC(=O)C(Oc1cc(c(Cl)cc1Cl)Cl)C","","13","2.6956","Log unit","","-","","","","-","ZLSWBLPERHFHIS-BYPYZUCNSA"
"OC(=O)CCCOC1=CC=C(Cl)C=C1Cl","94-82-6","R1509632","M13560","-","123","4-[(2,4-dichlorophenyl)oxy]butanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.95","Log unit","4.95","Log unit","","-","OC(=O)CCCOc1c(Cl)cc(cc1)Cl","","13","3.5782","Log unit","","-","","","","-","YIVXMZJTEQBPQO-UHFFFAOYSA"
"CC1=CC(Cl)=CC=C1OCCCC(O)=O","94-81-5","R1509633","M18121","-","124","4-[(4-chloro-2-methylphenyl)oxy]butanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","6.2","Log unit","6.2","Log unit","","-","OC(=O)CCCOc1ccc(cc1C)Cl","","13","4.0616","Log unit","","-","","","","-","LLWADFLAOKUBDR-UHFFFAOYSA"
"OC(=O)COC1=C(Cl)C=C(Cl)C=C1","94-75-7","R1509634","M8292","-","125","[(2,4-dichlorophenyl)oxy]acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","2.73","Log unit","2.73","Log unit","","-","OC(=O)COc1ccc(cc1Cl)Cl","","10","2.8104","Log unit","","-","","","","-","OVSKIKFHRZPJSS-UHFFFAOYSA"
"CC1=CC(Cl)=CC=C1OCC(O)=O","94-74-6","R1509635","M12292","-","126","[(4-chloro-2-methylphenyl)oxy]acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.13","Log unit","3.13","Log unit","","-","OC(=O)COc1ccc(Cl)cc1C","","2","3.3636","Log unit","","-","","","","-","WHKUVVPPKQRRBV-UHFFFAOYSA"
"CCCC(C)C(O)=O","97-61-0","R1509636","M18211","-","127","2-Methylpentanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.79","Log unit","4.79","Log unit","","-","OC(=O)C(CCC)C","","2","5.0455","Log unit","","-","","","","-","OVBFMEVBMNZIBR-UHFFFAOYSA"
"OC(=O)C1CCCCC1","98-89-5","R1509637","M7717","-","128","cyclohexanecarboxylic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.9","Log unit","4.9","Log unit","","-","OC(=O)C1CCCCC1","","8","4.8192","Log unit","","-","","","","-","NZNMSOFKMUBTKW-UHFFFAOYSA"
"CCCC(CCC)C(O)=O","99-66-1","R1509638","M7341","-","129","2-Propylpentanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.6","Log unit","4.6","Log unit","","-","OC(=O)C(CCC)CCC","","5","5.1444","Log unit","","-","","","","-","NIJJYAXOARWZEE-UHFFFAOYSA"
"OC(=O)CC1=CC=C(O)C(O)=C1","102-32-9","R1509639","M18409","-","130","(3,4-DIHYDROXYPHENYL)ACETIC ACID","-","Koerner","Koerner","A8743","19630371","-","-","4.25","Log unit","4.25","Log unit","","-","OC(=O)Cc1ccc(O)c(O)c1","","0","3.6084","Log unit","","-","","","","-","CFFZDZCDUFSOFZ-UHFFFAOYSA"
"OC(=O)CC1=CC=CC=C1","103-82-2","R1509640","M12394","-","131","phenylacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.31","Log unit","4.31","Log unit","","-","OC(=O)Cc1ccccc1","","0","4.5469","Log unit","","-","","","","-","WLJVXDMOQOGPHL-UHFFFAOYSA"
"OC(=O)CC1=CC=C(C=C1)[N+]([O-])=O","104-03-0","R1509641","M13397","-","132","(4-Nitrophenyl)acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.85","Log unit","3.85","Log unit","","-","OC(=O)Cc1ccc([N+](=O)[O-])cc1","","0","3.0676","Log unit","","-","","","","-","YBADLXQNJCMBKR-UHFFFAOYSA"
"COC1=CC=C(CC(O)=O)C=C1","104-01-8","R1509642","M7546","-","133","[4-(methyloxy)phenyl]acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.36","Log unit","4.36","Log unit","","-","OC(=O)Cc1ccc(cc1)OC","","2","4.116","Log unit","","-","","","","-","NRPFNQUDKRYCNX-UHFFFAOYSA"
"OC(=O)CCCl","107-94-8","R1509643","M9074","-","134","3-Chloropropanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.99","Log unit","3.99","Log unit","","-","OC(=O)CCCl","","5","3.7245","Log unit","","-","","","","-","QEYMMOKECZBKAC-UHFFFAOYSA"
"CCCC(O)=O","107-92-6","R1509644","M2541","-","135","butanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.82","Log unit","4.82","Log unit","","-","OC(=O)CCC","","0","4.9079","Log unit","","-","","","","-","FERIUCNNQQJTOY-UHFFFAOYSA"
"CC[C@@H](C)C(O)=O","116-53-0","R1509645","M67097","-","136","2-Methylbutanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","4.81","Log unit","4.81","Log unit","","-","OC(=O)C(CC)C","","0","4.9692","Log unit","","-","","","","-","WLAMNBDJUVNPJU-SCSAIBSYSA"
"OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","117-34-0","R1509646","M8924","-","137","diphenylacetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.94","Log unit","3.94","Log unit","","-","OC(=O)C(c1ccccc1)c1ccccc1","","2","4.4315","Log unit","","-","","","","-","PYHXGXCGESYPCW-UHFFFAOYSA"
"C[C@H](OC1=C(Cl)C=C(Cl)C=C1)C(O)=O","120-36-5","R1509647","M130897","-","138","2-[(2,4-dichlorophenyl)oxy]propanoic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.1","Log unit","3.1","Log unit","","-","OC(=O)C(Oc1c(Cl)cc(cc1)Cl)C","","13","2.9483","Log unit","","-","","","","-","MZHCENGPTKEIGP-YFKPBYRVSA"
"OC(=O)COC1=CC=C(Cl)C=C1","122-88-3","R1509648","M10518","-","139","[(4-chlorophenyl)oxy]acetic acid","-","Koerner","Koerner","A8743","19630371","-","-","3.1","Log unit","3.1","Log unit","","-","OC(=O)COc1ccc(Cl)cc1","","2","3.1395","Log unit","","-","","","","-","SODPIMGUZLOIPE-UHFFFAOYSA"
