Smiles,CASRN,Record ID,Molecule ID,External ID,N,Name,Introducer,Modifer,Article ID,PUBMED ID,PAGE,TABLE,pKa,pKa Unit,Temperature,Temperature Unit,Ionizable center smiles,IC group
COC1=CC=C(C=C1)C1=CN=C(N)N=C1,-,R1207210,M1158033,-,-,2-amino-5-(4-methoxyphenyl)pyrimidine,Koerner,charochkina,A5793,-,-,-,3.32,Log unit,25,?C,n1cc(c2ccc(cc2)OC)cnc1N,4
COC1=NC=NC(N)=C1,-,R1207211,M748039,-,-,4-Amino-6-methoxypyrimidine,Koerner,charochkina,A5793,-,-,-,4,Log unit,25,?C,n1cnc(N)cc1OC,3
CC1=CC=NC(N)=N1,-,R1207212,M18662,-,-,2-AMINO-4-METHYLPYRIMIDINE,Koerner,charochkina,A5793,-,-,-,4.135,Log unit,25,?C,n1ccc(C)nc1N,4
CC1=NC=NC(N)=C1,-,R1207213,M28237,-,-,4-amino-6-methylpyrimidine,Koerner,charochkina,A5793,-,-,-,6.16,Log unit,25,?C,n1cnc(N)cc1C,3
CC1=NC=NC=C1N,-,R1207214,M1158034,-,-,5-amino-4-methylpyrimidine,Koerner,charochkina,A5793,-,-,-,3.06,Log unit,25,?C,n1cnc(C)c(c1)N,4
CC1=NC(N)=CC=N1,-,R1207215,M1158035,-,-,4-amino-2-methylpyrimidine,Koerner,charochkina,A5793,-,-,-,6.53,Log unit,25,?C,n1ccc(N)nc1C,4
CC1=NC(N)=C(C=N1)N(=O)=O,-,R1207216,M1158036,-,-,4-amino-2-methyl-5-nitropyrimidine,Koerner,charochkina,A5793,-,-,-,2.67,Log unit,25,?C,n1cc(c(N)nc1C)N(=O)=O,4
CSC1=NC(N)=NC=C1,-,R1207217,M1158037,-,-,2-amino-4-methylthiopyrimidine,Koerner,charochkina,A5793,-,-,-,4.73,Log unit,25,?C,n1c(nc(SC)cc1)N,3
CSC1=NC=CC(N)=N1,-,R1207218,M1158038,-,-,4-amino-2-methylthiopyrimidine,Koerner,charochkina,A5793,-,-,-,4.89,Log unit,25,?C,n1c(SC)nc(cc1)N,4
CSC1=NC=NC(N)=C1,-,R1207219,M1158039,-,-,4-amino-6-methylthiopyrimidine,Koerner,charochkina,A5793,-,-,-,3.94,Log unit,25,?C,n1c(SC)cc(nc1)N,4
NC1=NC=C(C=N1)N(=O)=O,-,R1207220,M72336,-,-,2-Amino-5-nitropyrimidine,Koerner,charochkina,A5793,-,-,-,0.335,Log unit,25,?C,n1cc(cnc1N)N(=O)=O,4
NC1=NC=NC=C1N(=O)=O,-,R1207221,M1158040,-,-,4-amino-5-nitropyrimidine,Koerner,charochkina,A5793,-,-,-,1.98,Log unit,25,?C,n1cnc(N)c(c1)N(=O)=O,4
NC1=NC=C(C=N1)C1=CC=C(C=C1)N(=O)=O,-,R1207222,M1064500,-,-,2-amino-5-(4-nitrophenyl)pyrimidine,Koerner,charochkina,A5793,-,-,-,2.7,Log unit,25,?C,n1cc(c2ccc(N(=O)=O)cc2)cnc1N,4
NC1=NC=C(C=N1)C1=CC=CC=C1,-,R1207223,M1158041,-,-,2-amino-5-phenylpyrimidine,Koerner,charochkina,A5793,-,-,-,3.32,Log unit,25,?C,n1cc(c2ccccc2)cnc1N,4
NC1=CC=NC(=N1)C(F)(F)F,-,R1207225,M1158042,-,-,4-amino-2-trifluoromethylpyrimidine,Koerner,charochkina,A5793,-,-,-,1.39,Log unit,25,?C,n1ccc(N)nc1C(F)(F)F,3
BrC1=NC=CC=N1,-,R1207226,M29536,-,-,2-Bromopyrimidine,Koerner,charochkina,A5793,-,-,-,-1.9,Log unit,25,?C,n1c(Br)nccc1,2
[O-]C1=NC=C(Br)C=N1,-,R1207228,M86418,-,-,5-Bromo-2-hydroxypyrimidine,Koerner,charochkina,A5793,-,-,-,7.06,Log unit,25,?C,[O-]c1ncc(Br)cn1,n
[O-]c1ncc(Br)c[n+]1,-,R1207229,M1158043,-,-,5-Bromo-2-hydroxypyrimidine,Koerner,charochkina,A5793,-,-,-,0.4,Log unit,25,?C,[O-]c1[n+]cc(Br)cn1,n
[O-]C1=NC=NC=C1Br,-,R1207230,M34843,-,-,5-Bromo-4-hydroxypyrimidine,Koerner,charochkina,A5793,-,-,-,7.36,Log unit,25,?C,[O-]c1c(Br)cncn1,2
[S-]c1ncc(Br)c[n+]1,-,R1207231,M1158044,-,-,5-bromo-2-mercaptopyrimidine,Koerner,charochkina,A5793,-,-,-,-0.43,Log unit,25,?C,[S-]c1[n+]cc(Br)cn1,n
[S-]C1=NC=C(Br)C=N1,-,R1207232,M1106834,-,-,5-bromo-2-mercaptopyrimidine,Koerner,charochkina,A5793,-,-,-,5.22,Log unit,25,?C,[S-]c1ncc(Br)cn1,n
[S-]C1=NC=NC=C1Br,-,R1207233,M1158045,-,-,5-bromo-4-mercaptopyrimidine,Koerner,charochkina,A5793,-,-,-,5.65,Log unit,20,?C,[S-]c1c(Br)cncn1,1
COC1=NC=C(Br)C=N1,-,R1207234,M1158046,-,-,5-bromo-2-methoxypyrimidine,Koerner,charochkina,A5793,-,-,-,-0.77,Log unit,25,?C,n1cc(Br)cnc1OC,2
COC1=NC=NC=C1Br,-,R1207235,M1158047,-,-,5-bromo-4-methoxypyrimidine,Koerner,charochkina,A5793,-,-,-,1.35,Log unit,25,?C,n1cc(Br)c(nc1)OC,2
CSC1=NC=C(Br)C=N1,-,R1207236,M1158048,-,-,5-bromo-2-methylthiopyrimidine,Koerner,charochkina,A5793,-,-,-,-0.9,Log unit,25,?C,n1cc(Br)cnc1SC,2
CSC1=NC=NC=C1Br,-,R1207237,M1158049,-,-,5-bromo-4-methylthiopyrimidine,Koerner,charochkina,A5793,-,-,-,1.02,Log unit,25,?C,n1cc(Br)c(SC)nc1,2
CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,-,R1207238,M12377,-,-,"2,4-Diamino-5-(p-chlorophenyl)-6-ethylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.3,Log unit,25,?C,n1c(c(c2ccc(Cl)cc2)c(nc1N)N)CC,6
COC1=NC=C(C=N1)C1=CC=C(Br)C=C1,-,R1207239,M1158050,-,-,5-p-bromophenyl-2-methoxypyrimidine,Koerner,charochkina,A5793,-,-,-,0.61,Log unit,25,?C,n1cc(c2ccc(Br)cc2)cnc1OC,2
[O-]C(=O)C1=NC=CC=N1,-,R1207241,M1106836,-,-,2-carboxypyrimidine,Koerner,charochkina,A5793,-,-,-,2.5,Log unit,25,?C,[O-]C(=O)c1ncccn1,n
CC1=CC(C)=NC(Cl)=N1,-,R1207243,M723134,-,-,"2-chloro-4,6-dimethylpyrimidine",Koerner,charochkina,A5793,-,-,-,-0.68,Log unit,25,?C,n1c(Cl)nc(cc1C)C,2
CCCC1=C(C)N=C(Cl)N=C1C,-,R1207244,M1158051,-,-,"2-chloro-4,6-dimethyl-5-propylpyrimidine",Koerner,charochkina,A5793,-,-,-,-0.34,Log unit,25,?C,n1c(Cl)nc(c(c1C)CCC)C,2
COC1=NC=C(C=N1)C1=CC=C(Cl)C=C1,-,R1207245,M1158052,-,-,5-p-chlorophenyl-2-methoxypyrimidine,Koerner,charochkina,A5793,-,-,-,0.62,Log unit,25,?C,n1cc(c2ccc(Cl)cc2)cnc1OC,2
NC1=CN=CN=C1N,-,R1207247,M114616,-,-,"4,5-Diaminopyrimidine",Koerner,charochkina,A5793,-,-,-,6.02,Log unit,25,?C,n1cnc(N)c(c1)N,6
NC1=NC=C(CC2=CC=CC=C2)C(N)=N1,-,R1207248,M31846,-,-,"2,4-DIAMINO-5-BENZYLPYRIMIDINE",Koerner,charochkina,A5793,-,-,-,7.27,Log unit,25,?C,n1cc(Cc2ccccc2)c(nc1N)N,6
NC1=NC=NC(N)=C1Br,-,R1207249,M1158053,-,-,"4,6-diamino-5-bromopyrimidine",Koerner,charochkina,A5793,-,-,-,4.2,Log unit,25,?C,n1c(c(Br)c(nc1)N)N,5
NC1=NC=C(Br)C(N)=N1,-,R1207250,M1158054,-,-,"2,4-diamino-5-bromopyrimidine",Koerner,charochkina,A5793,-,-,-,5.59,Log unit,25,?C,n1cc(Br)c(nc1N)N,6
NC1=NC(N)=C(C=N1)C([O-])=O,-,R1207251,M1158055,-,-,"2,4-diamino-5-carboxypyrimidine",Koerner,charochkina,A5793,-,-,-,6.8,Log unit,25,?C,N1CC(C(N)NC1N)C(=O)[O-],6
NC1=NC=NC(C([O-])=O)=C1N,-,R1207252,M1158056,-,-,"4,5-diamino-6-carboxypyrimidine",Koerner,charochkina,A5793,-,-,-,7.2,Log unit,25,?C,n1cnc(N)c(N)c1C(=O)[O-],6
NC1=CC(Cl)=NC(N)=N1,-,R1207253,M65918,-,-,"2,4-Diamino-6-chloropyrimidine",Koerner,charochkina,A5793,-,-,-,3.575,Log unit,25,?C,n1c(nc(Cl)cc1N)N,6
NC1=CN=C(Cl)N=C1N,-,R1207254,M115461,-,-,"4,5-diamino-2-chloropyrimidine",Koerner,charochkina,A5793,-,-,-,2.63,Log unit,25,?C,n1c(Cl)nc(c(c1)N)N,6
NC1=NC=C(Cl)C(N)=N1,-,R1207255,M1158057,-,-,"2,4-diamino-5-chloropyrimidine",Koerner,charochkina,A5793,-,-,-,5.52,Log unit,25,?C,n1cc(Cl)c(nc1N)N,6
NC1=NC=C(OCC2=CC=C(Cl)C=C2)C(N)=N1,-,R1207256,M1158058,-,-,"2,4-diamino-5-(p-chlorophenoxy)pyrimidine",Koerner,charochkina,A5793,-,-,-,6.16,Log unit,25,?C,n1cc(OCc2ccc(Cl)cc2)c(nc1N)N,6
NC1=NC=C(C(N)=N1)C1=CC(Cl)=CC=C1,-,R1207257,M165658,-,-,"2,4-diamino-5-(m-chlorophenyl)pyrimidine",Koerner,charochkina,A5793,-,-,-,6.7,Log unit,25,?C,n1cc(c2cc(Cl)ccc2)c(nc1N)N,6
NC1=NC=C(C(N)=N1)C1=CC=C(Cl)C=C1,-,R1207258,M434219,-,-,"2,4-diamino-5-(p-chlorophenyl)pyrimidine",Koerner,charochkina,A5793,-,-,-,6.79,Log unit,25,?C,n1cc(c2ccc(Cl)cc2)c(nc1N)N,6
CC(C)CC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,-,R1207259,M1158059,-,-,"2,4-diamino-5-(p-chlorophenyl)-6-isobutylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.39,Log unit,25,?C,n1c(c(c2ccc(Cl)cc2)c(nc1N)N)CC(C)C,5
CC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,-,R1207260,M165545,-,-,"2,4-diamino-5-(p-chlorophenyl)-6-methylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.26,Log unit,25,?C,n1c(c(c2ccc(Cl)cc2)c(nc1N)N)C,5
CCCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,-,R1207261,M1158060,-,-,"2,4-diamino-5-(p-chlorophenyl)-6-n-propylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.35,Log unit,25,?C,n1c(c(c2ccc(Cl)cc2)c(nc1N)N)CCC,5
NC1=NC=C(SC2=CC=C(Cl)C=C2)C(N)=N1,-,R1207262,M1158061,-,-,"2,4-diamino-5-(p-chlorophenylthio)pyrimidine",Koerner,charochkina,A5793,-,-,-,5.4,Log unit,25,?C,n1cc(Sc2ccc(Cl)cc2)c(nc1N)N,6
NC1=CC(SC2=CC=C(Cl)C=C2)=NC(N)=N1,-,R1207263,M1158062,-,-,"2,4-diamino-6-(p-chlorophenylthio)pyrimidine",Koerner,charochkina,A5793,-,-,-,5.02,Log unit,25,?C,n1c(Sc2ccc(Cl)cc2)cc(nc1N)N,6
CCC1=NC(N)=NC(N)=C1SC1=CC=C(Cl)C=C1,-,R1207264,M1158063,-,-,"2,4-diamino-5-(p-chlorophenylthio)-6-ethylpyrimidine",Koerner,charochkina,A5793,-,-,-,6.27,Log unit,25,?C,n1c(c(Sc2ccc(Cl)cc2)c(nc1N)N)CC,5
NC1=NC(N)=C(C=N1)C#N,-,R1207265,M718658,-,-,"2,4-Diamino-5-cyanopyrimidine",Koerner,charochkina,A5793,-,-,-,3.75,Log unit,25,?C,n1cc(c(N)nc1N)C#N,6
CCOC(=O)c1nc([S-])[n+]c(N)c1N,-,R1207266,M1158064,-,-,"4,5-diamino-6-ethoxycarbonyl-2-mercaptopyrimidine",Koerner,charochkina,A5793,-,-,-,1.81,Log unit,25,?C,[S-]c1[n+]c(N)c(N)c(n1)C(=O)OCC,n
NC1=CN=C([S-])N=C1N,-,R1207267,M1158065,-,-,"4,5-diamino-2-mercaptopyrimidine",Koerner,charochkina,A5793,-,-,-,10.42,Log unit,25,?C,[S-]c1ncc(N)c(n1)N,6
CC1=NC(N)=NC(N)=C1,-,R1207268,M1158066,-,-,"2,4-diamino-6-methyl",Koerner,charochkina,A5793,-,-,-,7.615,Log unit,25,?C,n1c(nc(N)cc1C)N,5
CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C(Cl)=C1,-,R1207269,M8902,-,-,"2,4-Diamino-5-(3',4'-dichlorophenyl)-6-ethylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.2,Log unit,25,?C,n1c(c(c2ccc(Cl)c(Cl)c2)c(nc1N)N)CC,5
CC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C(Cl)=C1,-,R1207270,M32192,-,-,"2,4-diamino-5-(3',4'-dichlorophenyl)-6-methylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.15,Log unit,25,?C,n1c(c(c2ccc(Cl)c(Cl)c2)c(nc1N)N)C,5
CC1=NC(N)=NC(N)=C1C,-,R1207271,M1158067,-,-,"2,4-diamino-5,6-dimethylpyrimidine",Koerner,charochkina,A5793,-,-,-,8.07,Log unit,25,?C,n1c(nc(N)c(c1C)C)N,5
CC1=NC(N)=C(C)C(N)=N1,-,R1207272,M1158068,-,-,"4,6-diamino-2,5-dimethylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.08,Log unit,25,?C,n1c(nc(N)c(c1N)C)C,6
CCOC(=O)C1=C(N)N=C(N)N=C1,-,R1207273,M1158069,-,-,"2,4-diamino-5-ethoxycarbonylpyrimidine",Koerner,charochkina,A5793,-,-,-,5.07,Log unit,25,?C,n1cc(c(N)nc1N)C(=O)OCC,6
CCCCC1=C(N)N=C(N)N=C1C,-,R1207274,M1158070,-,-,"2,4-diamino-5-isobutyl-6-methylpyrimidine",Koerner,charochkina,A5793,-,-,-,8.06,Log unit,25,?C,n1c(nc(N)c(c1C)CCCC)N,5
NC1=CC([S-])=NC(N)=N1,-,R1207275,M102227,-,-,"2,4-diamino-6-mercaptopyrimidine",Koerner,charochkina,A5793,-,-,-,10.2,Log unit,25,?C,[S-]c1nc(nc(c1)N)N,6
NC1=C(N)C([S-])=NC=N1,-,R1207276,M71921,-,-,"4,5-diamino-6-mercaptopyrimidine",Koerner,charochkina,A5793,-,-,-,9.33,Log unit,25,?C,[S-]c1ncnc(c1N)N,6
Nc1cc(N)[n+]c([S-])n1,-,R1207277,M1158071,-,-,"4,6-Diamino-2-mercaptopyrimidine",Koerner,charochkina,A5793,-,-,-,5.32,Log unit,25,?C,[S-]c1[n+]c(N)cc(n1)N,n
COC1=C(N)N=C(N)N=C1,-,R1207278,M1158072,-,-,"2,4-diamino-5-methoxypyrimidine",Koerner,charochkina,A5793,-,-,-,7.23,Log unit,25,?C,n1cc(OC)c(N)nc1N,6
COC1=NC(N)=NC(N)=C1,-,R1207279,M1158073,-,-,"2,4-diamino-6-methoxypyrimidine",Koerner,charochkina,A5793,-,-,-,5.48,Log unit,25,?C,n1c(nc(N)cc1OC)N,5
COC1=CC=C(SC2=CN=C(N)N=C2N)C=C1,-,R1207280,M1158074,-,-,"2,4-diamino-5-(p-methoxyphenylthio)pyrimidine",Koerner,charochkina,A5793,-,-,-,5.94,Log unit,25,?C,n1cc(Sc2ccc(cc2)OC)c(nc1N)N,6
CC1=C(N)N=C(N)N=C1,-,R1207281,M1158075,-,-,"2,4-diamino-5-methylpyrimidine",Koerner,charochkina,A5793,-,-,-,7.69,Log unit,25,?C,n1cc(C)c(N)nc1N,6
CC1=NC(N)=NC(N)=C1COC1=CC=CC=C1,-,R1207282,M1158076,-,-,"2,4-diamino-6-methyl-5-phenoxypyrimidine",Koerner,charochkina,A5793,-,-,-,6.47,Log unit,25,?C,n1c(c(COc2ccccc2)c(nc1N)N)C,5
CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1,-,R1206898,M3946,-,-,2-[(2-dimethylaminoethyl)-2-thienylamino]-pyridine,Koerner,charochkina,A5793,-,-,-,8.88,Log unit,25,?C,N(CCN(Cc1sccc1)c1ncccc1)(C)C,2
CN(C)CCN(CC1=CSC=C1)C1=NC=CC=C1,-,R1206899,M17989,-,-,2-[(2-dimethylaminoethyl)-3-thienylamino]-pyridine,Koerner,charochkina,A5793,-,-,-,8.93,Log unit,25,?C,N(CCN(Cc1cscc1)c1ncccc1)(C)C,2
C[N+](C)CCN(CC1=CSC=C1)C1=NC=CC=C1,-,R1206900,M1157953,-,-,2-[(2-dimethylaminoethyl)-3-thienylamino]-pyridine,Koerner,charochkina,A5793,-,-,-,3.94,Log unit,25,?C,n1c(N(Cc2cscc2)CC[N+](C)C)cccc1,n
C[N+](C)CC1=CN=CC=C1,-,R1206904,M1157954,-,-,3-(DIMETHYLAMINOMETHYL)PYRIDINE,Koerner,charochkina,A5793,-,-,-,3.17,Log unit,25,?C,n1cccc(c1)C[N+](C)C,n
C[N+](C)CC1=CC=NC=C1,-,R1206906,M1157955,-,-,4-(DIMETHYLAMINOMETHYL)PYRIDINE,Koerner,charochkina,A5793,-,-,-,3.39,Log unit,25,?C,n1ccc(C[N+](C)C)cc1,n
C[N+](C)C1=CC=C(C=C1)N=NC1=CC=CC=N1,-,R1206908,M1157956,-,-,2-(4-dimethylamino)phenylazopyridine,Koerner,charochkina,A5793,-,-,-,2,Log unit,25,?C,n1ccccc1N=Nc1ccc([N+](C)C)cc1,n
C1=CN=C(C=C1)C1=CC=CC(=N1)C1=CC=CC=N1,-,R1206915,M24748,-,-,"2,6-Di(2-pyridyl)pyridine",Koerner,charochkina,A5793,-,-,-,4.33,Log unit,25,?C,n1ccccc1c1nc(ccc1)c1ncccc1,1
[O-]C1=NC=CC=C1,-,R1206937,M10935,-,-,2-hydroxypyridine,Koerner,charochkina,A5793,-,-,-,11.8,Log unit,25,?C,[O-]c1ncccc1,n
Oc1cccc[n+]1,-,R1206938,M1157957,-,-,2-hydroxypyridine,Koerner,charochkina,A5793,-,-,-,0.75,Log unit,25,?C,Oc1[n+]cccc1,oh
[O-]C1=CC=NC=C1,-,R1206940,M3093,-,-,4-hydroxypyridine,Koerner,charochkina,A5793,-,-,-,11.12,Log unit,25,?C,[O-]c1ccncc1,n
Oc1cc[n+]cc1,-,R1206941,M1157958,-,-,4-hydroxypyridine,Koerner,charochkina,A5793,-,-,-,3.2,Log unit,25,?C,Oc1cc[n+]cc1,oh
NNC(=O)C1=CN=CC=C1,-,R1206943,M21649,-,-,3-hydrazinocarbonylpyridine,Koerner,charochkina,A5793,-,-,-,3.29,Log unit,25,?C,NNC(=O)c1cnccc1,n
NNC(=O)c1ccc[n+]c1,-,R1206945,M1157959,-,-,3-hydrazinocarbonylpyridine,Koerner,charochkina,A5793,-,-,-,1.86,Log unit,25,?C,NNC(=O)c1c[n+]ccc1,4
NNC(=O)c1cc[n+]cc1,-,R1206946,M1157960,-,-,4-hydrazinocarbonylpyridine,Koerner,charochkina,A5793,-,-,-,1.785,Log unit,25,?C,NNC(=O)c1cc[n+]cc1,4
Sc1[n+]cccc1N(=O)=O,-,R1206960,M1157961,-,-,2-mercapto-3-nitropyridine,Koerner,charochkina,A5793,-,-,-,-2.49,Log unit,25,?C,Sc1[n+]cccc1N(=O)=O,sh
[S-]C1=NC=CC=C1N(=O)=O,-,R1206961,M1106767,-,-,2-mercapto-3-nitropyridine,Koerner,charochkina,A5793,-,-,-,6.9,Log unit,25,?C,[S-]c1ncccc1N(=O)=O,n
OCC1=C(O)C=CC=N1,-,R1206963,M114965,-,-,3-hydroxy-2-hydroxymethylpyridine,Koerner,charochkina,A5793,-,-,-,9.07,Log unit,25,?C,Oc1c(nccc1)CO,1
CC1=C(O)C(C)=C(CO)C=N1,-,R1206966,M17247,-,-,"3-hydroxy-5-hydroxymethyl-2,4-dimethylpyridine",Koerner,charochkina,A5793,-,-,-,9.98,Log unit,25,?C,Oc1c(ncc(c1C)CO)C,2
Sc1cccc[n+]1,-,R1206977,M1157962,-,-,2-Mercaptopyridine,Koerner,charochkina,A5793,-,-,-,-1.07,Log unit,25,?C,Sc1[n+]cccc1,sh
[S-]C1=NC=CC=C1,-,R1206978,M27215,-,-,2-Mercaptopyridine,Koerner,charochkina,A5793,-,-,-,9.8,Log unit,25,?C,[S-]c1ncccc1,n
[S-]C1=CN=CC=C1,-,R1206979,M33769,-,-,3-Mercaptopyridine,Koerner,charochkina,A5793,-,-,-,7.03,Log unit,25,?C,[S-]c1cnccc1,n
Sc1ccc[n+]c1,-,R1206980,M1157963,-,-,3-Mercaptopyridine,Koerner,charochkina,A5793,-,-,-,2.26,Log unit,25,?C,Sc1c[n+]ccc1,sh
Sc1cc[n+]cc1,-,R1206981,M1157964,-,-,4-Mercaptopyridine,Koerner,charochkina,A5793,-,-,-,1.455,Log unit,25,?C,Sc1cc[n+]cc1,sh
[S-]C1=CC=NC=C1,-,R1206982,M29507,-,-,4-Mercaptopyridine,Koerner,charochkina,A5793,-,-,-,8.86,Log unit,25,?C,[S-]c1ccncc1,n
OC(=O)c1[n+]c(C([O-])=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,-,R1207025,M1157965,-,-,pentacarboxypyridine,Koerner,charochkina,A5793,-,-,-,0.8,Log unit,25,?C,[O-]C(=O)c1[n+]c(c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)O,4
OC(=O)c1c([n+]c(C([O-])=O)c(C(O)=O)c1C(O)=O)C([O-])=O,-,R1207026,M1157966,-,-,pentacarboxypyridine,Koerner,charochkina,A5793,-,-,-,1.7,Log unit,25,?C,[O-]C(=O)c1[n+]c(c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)[O-],3
OC(=O)c1c([n+]c(C([O-])=O)c(C(O)=O)c1C([O-])=O)C([O-])=O,-,R1207027,M1157967,-,-,pentacarboxypyridine,Koerner,charochkina,A5793,-,-,-,3.76,Log unit,25,?C,[O-]C(=O)c1c(c([n+]c(c1C(=O)O)C(=O)[O-])C(=O)[O-])C(=O)O,co2h
OC(=O)C1=C(N=C(C([O-])=O)C(C([O-])=O)=C1C([O-])=O)C([O-])=O,-,R1207028,M1107289,-,-,pentacarboxypyridine,Koerner,charochkina,A5793,-,-,-,4.61,Log unit,25,?C,[O-]C(=O)c1c(c(nc(c1C(=O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-],co2h
C(CC1=CC=CC=N1)[N+]1CCCCC1,-,R1207039,M1157968,-,-,2-(piperidinoethyl)pyridine,Koerner,charochkina,A5793,-,-,-,3.59,Log unit,25,?C,n1ccccc1CC[N+]1CCCCC1,n
C(CC1=CN=CC=C1)[N+]1CCCCC1,-,R1207041,M1157969,-,-,3-(piperidinoethyl)pyridine,Koerner,charochkina,A5793,-,-,-,4.25,Log unit,25,?C,n1cccc(c1)CC[N+]1CCCCC1,n
C(CC1=CC=NC=C1)[N+]1CCCCC1,-,R1207043,M1157970,-,-,4-(piperidinoethyl)pyridine,Koerner,charochkina,A5793,-,-,-,4.7,Log unit,25,?C,n1ccc(CC[N+]2CCCCC2)cc1,n
C1=CN=C(C=C1)c1cccc[n+]1,-,R1207050,M1157971,-,-,2-(2-Pyridyl)pyridine,Koerner,charochkina,A5793,-,-,-,-0.2,Log unit,25,?C,n1c(c2[n+]cccc2)cccc1,n
C1=CN=C(C=C1)c1ccc[n+]c1,-,R1207052,M1157972,-,-,2-(3-pyridyl)pyridine,Koerner,charochkina,A5793,-,-,-,1.82,Log unit,25,?C,n1c(c2c[n+]ccc2)cccc1,n
C1=CN=C(C=C1)C1=CC=NC=C1,-,R1207053,M21906,-,-,2-(4-pyridyl)pyridine,Koerner,charochkina,A5793,-,-,-,4.37,Log unit,25,?C,n1c(c2ccncc2)cccc1,n
OC(=O)c1cc(C(O)=O)c([n+]c1C([O-])=O)C([O-])=O,-,R1207066,M1157973,-,-,"2,3,5,6-tetracarboxypyridine",Koerner,charochkina,A5793,-,-,-,2.84,Log unit,25,?C,[O-]C(=O)c1c(cc(c([n+]1)C(=O)[O-])C(=O)O)C(=O)O,co2h
OC(=O)c1cc(C([O-])=O)c([n+]c1C([O-])=O)C([O-])=O,-,R1207067,M1157974,-,-,"2,3,5,6-tetracarboxypyridine",Koerner,charochkina,A5793,-,-,-,3.86,Log unit,25,?C,[O-]C(=O)c1c([n+]c(c(c1)C(=O)O)C(=O)[O-])C(=O)[O-],co2h
O=C(N1CCNCC1)C1=CC=CC=C1,-,R1207093,M215186,-,-,"Piperazine, 1-benzoyl-",Koerner,charochkina,A5793,-,-,-,7.74,Log unit,25,?C,N1CCN(C(=O)c2ccccc2)CC1,3
CNC1=C(N=CC=N1)C(N)=N,-,R1207095,M1106815,-,-,"Pyrazine, 2-amidino-3-methylamino-",Koerner,charochkina,A5793,-,-,-,8.96,Log unit,25,?C,N=C(c1c(nccn1)NC)N,neth
NC1=CN=CC=N1,-,R1207096,M12895,-,-,2-aminopyrazine,Koerner,charochkina,A5793,-,-,-,3,Log unit,25,?C,n1ccncc1N,3
NC1=NN=C(Cl)C=C1,-,R1207097,M30390,-,-,3-Amino-6-chloropyridazine,Koerner,charochkina,A5793,-,-,-,3.85,Log unit,25,?C,n1nc(Cl)ccc1N,3
[O-]C1=CN=NC=C1,-,R1207098,M1157975,-,-,4-hydroxypyridazine,Koerner,charochkina,A5793,-,-,-,8.72,Log unit,25,?C,[O-]c1cnncc1,2
NC1=CC=C([S-])N=N1,-,R1207099,M30630,-,-,3-amino-6-mercaptopyridazine,Koerner,charochkina,A5793,-,-,-,9.05,Log unit,25,?C,[S-]c1ccc(nn1)N,4
NC1=C(C=O)N=C(Cl)C=N1,-,R1207100,M1157976,-,-,2-amino-5-chloro-3-formylpyrazine,Koerner,charochkina,A5793,-,-,-,-0.68,Log unit,25,?C,n1cc(Cl)nc(c1N)C=O,3
NC1=C(C=O)N=CC(Cl)=N1,-,R1207101,M1157977,-,-,2-amino-6-chloro-3-formylpyrazine,Koerner,charochkina,A5793,-,-,-,-1.64,Log unit,25,?C,n1c(Cl)cnc(c1N)C=O,3
NC1=C(N=CC=N1)C#N,-,R1207102,M1157978,-,-,2-amino-3-cyanopyrazine,Koerner,charochkina,A5793,-,-,-,-0.43,Log unit,25,?C,n1ccnc(c1N)C#N,4
NC(=O)C1=CN=CC=N1,-,R1207103,M4567,-,-,2-carbamoylpyrazine,Koerner,charochkina,A5793,-,-,-,-0.5,Log unit,25,?C,n1ccnc(c1)C(=O)N,4
CNC1=C(N=C(C)C(C)=N1)C(N)=O,-,R1207104,M1157979,-,-,"2-carbamoyl-5,6-dimethyl-3-methylaminopyrazine",Koerner,charochkina,A5793,-,-,-,2.68,Log unit,25,?C,n1c(c(nc(c1NC)C(=O)N)C)C,6
NC1=CN=C(C=O)C(N)=N1,-,R1207105,M1157980,-,-,"3,5-diamino-2-formylpyrazine",Koerner,charochkina,A5793,-,-,-,1.57,Log unit,25,?C,n1c(c(C=O)ncc1N)N,5
CS(=O)(=O)C1=NC=CN=C1,-,R1207106,M1106816,-,-,2-methylsulphonylpyrazine,Koerner,charochkina,A5793,-,-,-,-2.47,Log unit,25,?C,n1cc(S(=O)(=O)C)ncc1,n
