"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","groupsAndICs","AtomNR of IC","IC group given","IC smiles given","MultiGroupDetection","IC group detected","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","COMMENTS","INCHI_KEY"
"CC(C)C1=C(O)C=CC=C1C","-","R936719","M69242","-","-","2-isopropyl-3-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","11.23","Log unit","11.23","Log unit","25.0","?C","Oc1cccc(c1C(C)C)C","{oh=3}","","","","","","","-","","","-","-","AZXBHGKSTNMAMK-UHFFFAOYSA"
"CC(C)C1=C(O)C=CC(C)=C1","-","R936720","M29337","-","-","2-isopropyl-4-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.73","Log unit","10.73","Log unit","25.0","?C","Oc1ccc(cc1C(C)C)C","{oh=3}","","","","","","","-","","","-","-","DSTPUJAJSXTJHM-UHFFFAOYSA"
"CC(C)C1=C(O)C=C(C)C=C1","-","R936721","M6751","-","-","2-isopropyl-5-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.62","Log unit","10.62","Log unit","25.0","?C","Oc1c(ccc(c1)C)C(C)C","{oh=4}","","","","","","","-","","","-","-","MGSRCZKZVOBKFT-UHFFFAOYSA"
"CC(C)C1=CC=CC(C)=C1O","-","R936722","M27986","-","-","2-isopropyl-6-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.85","Log unit","10.85","Log unit","25.0","?C","Oc1c(cccc1C(C)C)C","{oh=4}","","","","","","","-","","","-","-","KFETUQFRWIVAMU-UHFFFAOYSA"
"CC(C)C1=CC=C(O)C(C)=C1","-","R936723","M25686","-","-","4-isopropyl-2-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.56","Log unit","10.56","Log unit","25.0","?C","Oc1ccc(C(C)C)cc1C","{oh=0}","","","","","","","-","","","-","-","WYXXLXHHWYNKJF-UHFFFAOYSA"
"CC(C)C1=CC=C(O)C=C1C","-","R936724","M27985","-","-","4-isopropyl-3-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.31","Log unit","10.31","Log unit","25.0","?C","Oc1ccc(C(C)C)c(c1)C","{oh=0}","","","","","","","-","","","-","-","IJALWSVNUBBQRA-UHFFFAOYSA"
"CCOC1=CC(OCC)=CC(O)=C1","-","R936725","M124319","-","-","3,5-diethoxy-phenol","-","Koerner","charochkina","A5793","-","-","-","9.37","Log unit","9.37","Log unit","25.0","?C","Oc1cc(cc(c1)OCC)OCC","{oh=0}","","","","","","","-","","","-","-","YLMYXAAUQOWAOK-UHFFFAOYSA"
"OC1=C2C=CC=CC2=CC(Cl)=C1","-","R936726","M1050477","-","-","3-chloro-1-naphthol","-","Koerner","charochkina","A5793","-","-","-","8.4","Log unit","8.4","Log unit","25.0","?C","Oc1cc(Cl)cc2c1cccc2","{oh=4}","","","","","","","-","","","-","-","QIYQXBXAXLIEQQ-UHFFFAOYSA"
"OC1=CC=C(Cl)C2=C1C=CC=C2","-","R936727","M22288","-","-","4-CHLORO-1-NAPHTHOL","-","Koerner","charochkina","A5793","-","-","-","8.86","Log unit","8.86","Log unit","25.0","?C","Oc1ccc(Cl)c2ccccc12","{oh=5}","","","","","","","-","","","-","-","LVSPDZAGCBEQAV-UHFFFAOYSA"
"OC1=C2C=CC=CC2=CC(Br)=C1","-","R936728","M1050478","-","-","3-bromo-1-naphthol","-","Koerner","charochkina","A5793","-","-","-","8.34","Log unit","8.34","Log unit","25.0","?C","Oc1cc(Br)cc2c1cccc2","{oh=4}","","","","","","","-","","","-","-","QSAZQMOSZQCHHU-UHFFFAOYSA"
"OC1=CC=C(Br)C2=C1C=CC=C2","-","R936729","M1050479","-","-","4-bromo-1-naphthol","-","Koerner","charochkina","A5793","-","-","-","8.72","Log unit","8.72","Log unit","25.0","?C","Oc1ccc(Br)c2ccccc12","{oh=5}","","","","","","","-","","","-","-","OUNQUWORSXHSJN-UHFFFAOYSA"
"OC1=C2C=CC=CC2=CC(I)=C1","-","R936730","M1050480","-","-","3-iodo-1-naphthol","-","Koerner","charochkina","A5793","-","-","-","8.36","Log unit","8.36","Log unit","25.0","?C","Oc1cc(I)cc2c1cccc2","{oh=4}","","","","","","","-","","","-","-","FRTLRIWBUUOOOX-UHFFFAOYSA"
"OC1=C(C=CC2=C1C=CC=C2)N=O","-","R936731","M10755","-","-","2-nitroso-1-napthol","-","Koerner","charochkina","A5793","-","-","-","7.3","Log unit","7.3","Log unit","25.0","?C","Oc1c(N=O)ccc2ccccc12","{oh=1}","","","","","","","-","","","-","-","SYUYTOYKQOAVDW-UHFFFAOYSA"
"OC1=C(N=O)C2=C(C=CC=C2)C=C1","-","R936732","M13896","-","-","2-nitroso-1-napthol","-","Koerner","charochkina","A5793","-","-","-","7.6","Log unit","7.6","Log unit","25.0","?C","Oc1c(N=O)c2ccccc2cc1","{oh=4}","","","","","","","-","","","-","-","YXAOOTNFFAQIPZ-UHFFFAOYSA"
"OC1=C(C=CC2=CC=CC=C12)N(=O)=O","-","R936733","M67148","-","-","2-nitro-1-napthol","-","Koerner","charochkina","A5793","-","-","-","5.89","Log unit","5.89","Log unit","25.0","?C","Oc1c2ccccc2ccc1N(=O)=O","{oh=5}","","","","","","","-","","","-","-","MUCCHGOWMZTLHK-UHFFFAOYSA"
"OC1=CC(=CC2=CC=CC=C12)N(=O)=O","-","R936734","M1050481","-","-","3-nitro-1-naphthol","-","Koerner","charochkina","A5793","-","-","-","7.855","Log unit","7.855","Log unit","25.0","?C","Oc1c2ccccc2cc(c1)N(=O)=O","{oh=6}","","","","","","","-","","","-","-","PTBQRDXCVFMSFX-UHFFFAOYSA"
"OC1=CC=C(C2=CC=CC=C12)N(=O)=O","-","R936735","M111187","-","-","4-Nitro-1-naphthol","-","Koerner","charochkina","A5793","-","-","-","5.73","Log unit","5.73","Log unit","25.0","?C","Oc1c2ccccc2c(cc1)N(=O)=O","{oh=13}","","","","","","","-","","","-","-","AUIRNGLMBHIITH-UHFFFAOYSA"
"OC1=C(C2=CC=CC=C2C=C1)N(=O)=O","-","R936736","M21612","-","-","1-Nitro-2-naphthol","-","Koerner","charochkina","A5793","-","-","-","5.93","Log unit","5.93","Log unit","25.0","?C","Oc1c(c2ccccc2cc1)N(=O)=O","{oh=6}","","","","","","","-","","","-","-","SSHIVHKMGVBXTJ-UHFFFAOYSA"
"CC(C)(C)C1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","R936737","M1050482","-","-","3-tert-butyl-2,4,6-trinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","1.59","Log unit","1.59","Log unit","25.0","?C","Oc1c(cc(N(=O)=O)c(c1N(=O)=O)C(C)(C)C)N(=O)=O","{oh=0}","","","","","","","-","","","-","-","KXMWKIYCCARFCR-UHFFFAOYSA"
"CC(C)(C)C1=CC=C(O)C(Cl)=C1","-","R936738","M18239","-","-","4-TERT-BUTYL-2-CHLORO-PHENOL","-","Koerner","charochkina","A5793","-","-","-","8.58","Log unit","8.58","Log unit","25.0","?C","Oc1c(Cl)cc(cc1)C(C)(C)C","{oh=10}","","","","","","","-","","","-","-","PRLINSMUYJWPBL-UHFFFAOYSA"
"CC(C)C1=C(O)C=C(C)C(Cl)=C1","-","R936739","M5548","-","-","4-chloro-5-methyl-2-isopropyl-phenol","-","Koerner","charochkina","A5793","-","-","-","9.98","Log unit","9.98","Log unit","25.0","?C","Oc1c(cc(Cl)c(c1)C)C(C)C","{oh=5}","","","","","","","-","","","-","-","KFZXVMNBUMVKLN-UHFFFAOYSA"
"CCC1=CC(=CC(CC)=C1O)N(=O)=O","-","R936740","M1050483","-","-","2,6-diethyl-4-nitro-phenol","-","Koerner","charochkina","A5793","-","-","-","7.73","Log unit","7.73","Log unit","25.0","?C","Oc1c(cc(N(=O)=O)cc1CC)CC","{oh=0}","","","","","","","-","","","-","-","SAQPBBOTCDDZJQ-UHFFFAOYSA"
"CC1=CC=C(O)C2=CC=CC=C12","-","R936741","M32439","-","-","4-Methyl-1-naphthol","-","Koerner","charochkina","A5793","-","-","-","9.64","Log unit","9.64","Log unit","25.0","?C","Oc1c2ccccc2c(cc1)C","{oh=11}","","","","","","","-","","","-","-","ZSUDUDXOEGHEJR-UHFFFAOYSA"
"CCCCC1=CC=C(O)C(C)=C1","-","R936742","M1050484","-","-","4-butyl-2-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.69","Log unit","10.69","Log unit","25.0","?C","Oc1ccc(CCCC)cc1C","{oh=0}","","","","","","","-","","","-","-","WRGWAEBYMBFFCR-UHFFFAOYSA"
"CC1=CC(=C(O)C=C1)C(C)(C)C","-","R936743","M4443","-","-","2-tert-Butyl-4-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","11.72","Log unit","11.72","Log unit","25.0","?C","Oc1ccc(cc1C(C)(C)C)C","{oh=3}","","","","","","","-","","","-","-","IKEHOXWJQXIQAG-UHFFFAOYSA"
"CC1=C(O)C(=CC=C1)C(C)(C)C","-","R936744","M26510","-","-","2-tert-Butyl-6-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.96","Log unit","10.96","Log unit","25.0","?C","Oc1c(cccc1C(C)(C)C)C","{oh=4}","","","","","","","-","","","-","-","BKZXZGWHTRCFPX-UHFFFAOYSA"
"CC1=CC(=CC=C1O)C(C)(C)C","-","R936745","M18238","-","-","4-tert-butyl-2-methyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.59","Log unit","10.59","Log unit","25.0","?C","Oc1ccc(C(C)(C)C)cc1C","{oh=0}","","","","","","","-","","","-","-","SNKLPZOJLXDZCW-UHFFFAOYSA"
"CC(C)C1=C(C)C=C(C)C(O)=C1","-","R936746","M1050485","-","-","5-isopropyl-2,4-dimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.76","Log unit","10.76","Log unit","25.0","?C","Oc1cc(c(C)cc1C)C(C)C","{oh=0}","","","","","","","-","","","-","-","ZNPTYDKWMGSQRD-UHFFFAOYSA"
"CC(C)C1=CC(C)=CC(C)=C1O","-","R936747","M1050486","-","-","2-isopropyl-4,6-dimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","11.18","Log unit","11.18","Log unit","25.0","?C","Oc1c(cc(C)cc1C(C)C)C","{oh=0}","","","","","","","-","","","-","-","OYVVLQHYLBQLEI-UHFFFAOYSA"
"CC(C)C1=CC(C)=C(O)C(C)=C1","-","R936748","M1050487","-","-","4-isopropyl-2,6-dimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.9","Log unit","10.9","Log unit","25.0","?C","Oc1c(cc(C(C)C)cc1C)C","{oh=0}","","","","","","","-","","","-","-","XBDGGYWLUULJRH-UHFFFAOYSA"
"CC(C)C1=CC(C)=C(C)C=C1O","-","R936749","M1050488","-","-","2-isopropyl-4,5-dimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.79","Log unit","10.79","Log unit","25.0","?C","Oc1cc(c(C)cc1C(C)C)C","{oh=0}","","","","","","","-","","","-","-","RFRYAUSWHSKOIY-UHFFFAOYSA"
"CCC1=CC(=CC=C1O)C(C)C","-","R936750","M1050489","-","-","2-ethyl-4-isopropyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.77","Log unit","10.77","Log unit","25.0","?C","Oc1ccc(C(C)C)cc1CC","{oh=0}","","","","","","","-","","","-","-","QNHBKQISWLLWPG-UHFFFAOYSA"
"CCC1=CC=C(C=C1O)C(C)C","-","R936751","M1050490","-","-","2-ethyl-5-isopropyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.61","Log unit","10.61","Log unit","25.0","?C","Oc1cc(ccc1CC)C(C)C","{oh=0}","","","","","","","-","","","-","-","NTPXZONRQTVIEQ-UHFFFAOYSA"
"CCC1=CC=C(O)C(=C1)C(C)C","-","R936752","M173481","-","-","4-ethyl-2-isopropyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.82","Log unit","10.82","Log unit","25.0","?C","Oc1ccc(CC)cc1C(C)C","{oh=0}","","","","","","","-","","","-","-","HFXZXGVECOWQGS-UHFFFAOYSA"
"OC1=CC2=C(C=CC=C2)C(=C1)C#N","-","R936753","M1050491","-","-","3-hydroxy-1-napthalenecarbonitrile","-","Koerner","charochkina","A5793","-","-","-","8.41","Log unit","8.41","Log unit","25.0","?C","Oc1cc(C#N)c2ccccc2c1","{oh=5}","","","","","","","-","","","-","-","HKOGGJDYHCNTIY-UHFFFAOYSA"
"OC1=CC=C(C#N)C2=C1C=CC=C2","-","R936754","M1050492","-","-","4-hydroxy-1-napthalenecarbonitrile","-","Koerner","charochkina","A5793","-","-","-","7.08","Log unit","7.08","Log unit","25.0","?C","Oc1ccc(C#N)c2ccccc12","{oh=6}","","","","","","","-","","","-","-","WRCUUNRCGDNUQJ-UHFFFAOYSA"
"COC(=O)C1=CC(O)=CC2=C1C=CC=C2","-","R936755","M1050493","-","-","3-hydroxy-1-napthocarboxlate-methyl","-","Koerner","charochkina","A5793","-","-","-","8.88","Log unit","8.88","Log unit","25.0","?C","Oc1cc(C(=O)OC)c2ccccc2c1","{oh=7}","","","","","","","-","","","-","-","KYFLVZPFWQRKKH-UHFFFAOYSA"
"COC(=O)C1=CC2=C(C=CC=C2)C(O)=C1","-","R936756","M1050494","-","-","4-hydroxy-2-napthocarboxlate-methyl","-","Koerner","charochkina","A5793","-","-","-","8.75","Log unit","8.75","Log unit","25.0","?C","Oc1cc(cc2ccccc12)C(=O)OC","{oh=8}","","","","","","","-","","","-","-","UHBWWQMCPGCLPP-UHFFFAOYSA"
"CC1=CC(C)=C(O)C=C1","-","R936557","M5873","-","-","2,4-Dimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.5975","Log unit","10.5975","Log unit","25.0","?C","Oc1ccc(cc1C)C","{oh=3}","","","","","","","-","","","-","-","KUFFULVDNCHOFZ-UHFFFAOYSA"
"CC1=CC(O)=C(C)C=C1","-","R936558","M7394","-","-","2,5-Dimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.407","Log unit","10.407","Log unit","25.0","?C","Oc1c(ccc(c1)C)C","{oh=4}","","","","","","","-","","","-","-","NKTOLZVEWDHZMU-UHFFFAOYSA"
"CC1=CC=CC(C)=C1O","-","R936559","M7678","-","-","2,6-Dimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.63","Log unit","10.63","Log unit","25.0","?C","Oc1c(cccc1C)C","{oh=4}","","","","","","","-","","","-","-","NXXYKOUNUYWIHA-UHFFFAOYSA"
"CC1=CC(C)=C(O)C(C)=C1","-","R936560","M945","-","-","2,3,6-trimethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.875","Log unit","10.875","Log unit","25.0","?C","Oc1c(cc(C)cc1C)C","{oh=0}","","","","","","","-","","","-","-","BPRYUXCVCCNUFE-UHFFFAOYSA"
"CCC1=CC=CC=C1O","-","R936561","M4765","-","-","2-Ethyl-phenol","-","Koerner","charochkina","A5793","-","-","-","10.235","Log unit","10.235","Log unit","25.0","?C","Oc1ccccc1CC","{oh=8}","","","","","","","-","","","-","-","IXQGCWUGDFDQMF-UHFFFAOYSA"
"OC1=CC=CC=C1C1=CC=CC=C1","-","R936562","M6249","-","-","Biphenyl-2-ol","-","Koerner","charochkina","A5793","-","-","-","9.97","Log unit","9.97","Log unit","25.0","?C","Oc1c(c2ccccc2)cccc1","{oh=9}","","","","","","","-","","","-","-","LLEMOWNGBBNAJR-UHFFFAOYSA"
"OC1=CC=CC2=CC=CC=C12","-","R936563","M5611","-","-","1-naphthol","-","Koerner","charochkina","A5793","-","-","-","9.395","Log unit","9.395","Log unit","25.0","?C","Oc1c2ccccc2ccc1","{oh=6}","","","","","","","-","","","-","-","KJCVRFUGPWSIIH-UHFFFAOYSA"
"OC1=CC=CC=C1F","-","R936564","M3769","-","-","2-fluoro-phenol","-","Koerner","charochkina","A5793","-","-","-","8.715","Log unit","8.715","Log unit","25.0","?C","Oc1c(F)cccc1","{oh=7}","","","","","","","-","","","-","-","HFHFGHLXUCOHLN-UHFFFAOYSA"
"OC1=CC=CC=C1Cl","-","R936565","M4652","-","-","2-chloro-phenol","-","Koerner","charochkina","A5793","-","-","-","8.541","Log unit","8.541","Log unit","25.0","?C","Oc1c(Cl)cccc1","{oh=7}","","","","","","","-","","","-","-","ISPYQTSUDJAMAB-UHFFFAOYSA"
"OC1=CC=C(Cl)C=C1Cl","-","R936566","M3786","-","-","2,4-dichloro-phenol","-","Koerner","charochkina","A5793","-","-","-","7.795","Log unit","7.795","Log unit","25.0","?C","Oc1ccc(Cl)cc1Cl","{oh=5}","","","","","","","-","","","-","-","HFZWRUODUSTPEG-UHFFFAOYSA"
"OC1=CC=CC=C1Br","-","R936567","M11509","-","-","2-bromo-phenol","-","Koerner","charochkina","A5793","-","-","-","8.445999","Log unit","8.445999","Log unit","25.0","?C","Oc1c(Br)cccc1","{oh=7}","","","","","","","-","","","-","-","VADKRMSMGWJZCF-UHFFFAOYSA"
"OC1=CC=CC=C1I","-","R936568","M5773","-","-","2-iodo-phenol","-","Koerner","charochkina","A5793","-","-","-","8.511499","Log unit","8.511499","Log unit","25.0","?C","Oc1c(I)cccc1","{oh=7}","","","","","","","-","","","-","-","KQDJTBPASNJQFQ-UHFFFAOYSA"
"OC1=CC=CC=C1N(=O)=O","-","R936569","M4599","-","-","2-nitro-phenol","-","Koerner","charochkina","A5793","-","-","-","7.225","Log unit","7.225","Log unit","25.0","?C","Oc1ccccc1N(=O)=O","{oh=9}","","","","","","","-","","","-","-","IQUPABOKLQSFBK-UHFFFAOYSA"
"CC1=CC(=CC(C)=C1O)N(=O)=O","-","R936570","M26835","-","-","2,6-dimethyl-4-nitro-phenol","-","Koerner","charochkina","A5793","-","-","-","7.07","Log unit","7.07","Log unit","25.0","?C","Oc1c(cc(N(=O)=O)cc1C)C","{oh=0}","","","","","","","-","","","-","-","FNORUNUDZNWQFF-UHFFFAOYSA"
"CC1=CC(C)=C(O)C(C)=C1N(=O)=O","-","R936571","M1050444","-","-","meta-nitro-mesitol","-","Koerner","charochkina","A5793","-","-","-","8.98","Log unit","8.98","Log unit","25.0","?C","Oc1c(cc(C)c(c1C)N(=O)=O)C","{oh=0}","","","","","","","-","","","-","-","ZVRSQGUIDRECBV-UHFFFAOYSA"
"OC1=CC=C(C=C1N(=O)=O)N(=O)=O","-","R936572","M11008","-","-","2,4-dinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","4.0715","Log unit","4.0715","Log unit","25.0","?C","Oc1ccc(N(=O)=O)cc1N(=O)=O","{oh=0}","","","","","","","-","","","-","-","UFBJCMHMOXMLKC-UHFFFAOYSA"
"OC1=CC(=CC=C1N(=O)=O)N(=O)=O","-","R936573","M11411","-","-","2,5-dinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","5.211","Log unit","5.211","Log unit","25.0","?C","Oc1cc(ccc1N(=O)=O)N(=O)=O","{oh=0}","","","","","","","-","","","-","-","UWEZBKLLMKVIPI-UHFFFAOYSA"
"OC1=C(C=CC=C1N(=O)=O)N(=O)=O","-","R936574","M4920","-","-","2,6-dinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","3.965","Log unit","3.965","Log unit","25.0","?C","Oc1c(cccc1N(=O)=O)N(=O)=O","{oh=4}","","","","","","","-","","","-","-","JCRIDWXIBSEOEG-UHFFFAOYSA"
"OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","R936575","M8336","-","-","2,4,6-trinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","0.3515","Log unit","0.3515","Log unit","25.0","?C","Oc1c(cc(N(=O)=O)cc1N(=O)=O)N(=O)=O","{oh=0}","","","","","","","-","","","-","-","OXNIZHLAWKMVMX-UHFFFAOYSA"
"COC1=CC=CC=C1O","-","R936576","M6159","-","-","2-Methoxy-Phenol","-","Koerner","charochkina","A5793","-","-","-","9.875","Log unit","9.875","Log unit","25.0","?C","Oc1ccccc1OC","{oh=8}","","","","","","","-","","","-","-","LHGVFZTZFXWLCP-UHFFFAOYSA"
"COC1=CC(CC=C)=CC=C1O","-","R936577","M9970","-","-","4-allyl-2-methoxy-phenol","-","Koerner","charochkina","A5793","-","-","-","10.17","Log unit","10.17","Log unit","25.0","?C","Oc1ccc(CC=C)cc1OC","{oh=0}","","","","","","","-","","","-","-","RRAFCDWBNXTKKO-UHFFFAOYSA"
"OC1=C(C=C(Cl)C=C1N(=O)=O)N(=O)=O","-","R936578","M17894","-","-","4-chloro-2,6-dinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","2.96","Log unit","2.96","Log unit","25.0","?C","Oc1c(cc(Cl)cc1N(=O)=O)N(=O)=O","{oh=5}","","","","","","","-","","","-","-","KESYALTWUAFAAC-UHFFFAOYSA"
"OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl","-","R936579","M4836","-","-","pentachloro-Phenol","-","Koerner","charochkina","A5793","-","-","-","4.5","Log unit","4.5","Log unit","25.0","?C","Oc1c(c(c(Cl)c(Cl)c1Cl)Cl)Cl","{oh=7}","","","","","","","-","","","-","-","IZUPBVBPLAPZRR-UHFFFAOYSA"
"OC1=C(F)C(F)=C(F)C(F)=C1F","-","R936580","M12792","-","-","pentafluoro-phenol","-","Koerner","charochkina","A5793","-","-","-","5.365","Log unit","5.365","Log unit","25.0","?C","Oc1c(c(c(F)c(F)c1F)F)F","{oh=7}","","","","","","","-","","","-","-","XBNGYFFABRKICK-UHFFFAOYSA"
"OC1=C(Cl)C=C(Cl)C=C1Cl","-","R936581","M6189","-","-","2,4,6-trichloro-phenol","-","Koerner","charochkina","A5793","-","-","-","6.23","Log unit","6.23","Log unit","25.0","?C","Oc1c(cc(Cl)cc1Cl)Cl","{oh=6}","","","","","","","-","","","-","-","LINPIYWFGCPVIE-UHFFFAOYSA"
"OC1=C(Cl)C(Cl)=CC=C1","-","R936582","M11197","-","-","2,3-dichloro-phenol","-","Koerner","charochkina","A5793","-","-","-","7.7","Log unit","7.7","Log unit","25.0","?C","Oc1c(c(Cl)ccc1)Cl","{oh=8}","","","","","","","-","","","-","-","UMPSXRYVXUPCOS-UHFFFAOYSA"
"OC1=CC(Cl)=CC=C1Cl","-","R936583","M9577","-","-","2,5-dichloro-phenol","-","Koerner","charochkina","A5793","-","-","-","7.51","Log unit","7.51","Log unit","25.0","?C","Oc1cc(Cl)ccc1Cl","{oh=8}","","","","","","","-","","","-","-","RANCECPPZPIPNO-UHFFFAOYSA"
"OC1=C(Cl)C=CC=C1Cl","-","R936584","M3968","-","-","2,6-dichloro-phenol","-","Koerner","charochkina","A5793","-","-","-","6.79","Log unit","6.79","Log unit","25.0","?C","Oc1c(Cl)cccc1Cl","{oh=6}","","","","","","","-","","","-","-","HOLHYSJJBXSLMV-UHFFFAOYSA"
"OC1=C(Br)C=C(Br)C=C1","-","R936585","M2455","-","-","2,4-dibromo-phenol","-","Koerner","charochkina","A5793","-","-","-","7.79","Log unit","7.79","Log unit","25.0","?C","Oc1c(cc(Br)cc1)Br","{oh=6}","","","","","","","-","","","-","-","FAXWFCTVSHEODL-UHFFFAOYSA"
"OC1=C(Br)C=CC=C1Br","-","R936586","M22351","-","-","2,6-Dibromo-phenol","-","Koerner","charochkina","A5793","-","-","-","6.67","Log unit","6.67","Log unit","25.0","?C","Oc1c(Br)cccc1Br","{oh=6}","","","","","","","-","","","-","-","SSIZLKDLDKIHEV-UHFFFAOYSA"
"OC1=C(C(=CC=C1)N(=O)=O)N(=O)=O","-","R936587","M6766","-","-","2,3-dinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","4.97","Log unit","4.97","Log unit","25.0","?C","Oc1cccc(c1N(=O)=O)N(=O)=O","{oh=3}","","","","","","","-","","","-","-","MHKBMNACOMRIAW-UHFFFAOYSA"
"NC1=CC(=C(O)C=C1)N(=O)=O","-","R936588","M12295","-","-","4-AMINO-2-NITRO-PHENOL","-","Koerner","charochkina","A5793","-","-","-","7.81","Log unit","7.81","Log unit","25.0","?C","Oc1ccc(cc1N(=O)=O)N","{oh=3}","","","","","","","-","","","-","-","WHODQVWERNSQEO-UHFFFAOYSA"
"OC1=C(C(Cl)=C(C(Cl)=C1N(=O)=O)N(=O)=O)N(=O)=O","-","R936589","M34604","-","-","3,5-dichloro-2,4,6-trinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","-0.7","Log unit","-0.7","Log unit","25.0","?C","Oc1c(c(Cl)c(c(Cl)c1N(=O)=O)N(=O)=O)N(=O)=O","{oh=14}","","","","","","","-","","","-","-","STPMQONPPIYWFX-UHFFFAOYSA"
"OC1=C(C(Cl)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","R936590","M1050445","-","-","3-chloro-2,4,6-trinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","-0.2","Log unit","-0.2","Log unit","25.0","?C","Oc1c(c(Cl)c(cc1N(=O)=O)N(=O)=O)N(=O)=O","{oh=13}","","","","","","","-","","","-","-","WQNORCJSQCPHTP-UHFFFAOYSA"
"OC1=C(C(Br)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","R936591","M1050446","-","-","3-bromo-2,4,6-trinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","-0.05","Log unit","-0.05","Log unit","25.0","?C","Oc1c(c(Br)c(cc1N(=O)=O)N(=O)=O)N(=O)=O","{oh=13}","","","","","","","-","","","-","-","XUHSPKAFJLNJQI-UHFFFAOYSA"
"OC1=C(C(I)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","R936592","M1050447","-","-","3-iodo-2,4,6-trinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","0.15","Log unit","0.15","Log unit","25.0","?C","Oc1c(c(I)c(cc1N(=O)=O)N(=O)=O)N(=O)=O","{oh=13}","","","","","","","-","","","-","-","ADKYMZSCPBZLSB-UHFFFAOYSA"
"OC1=C(Cl)C=C(Br)C=C1Cl","-","R936593","M5564","-","-","4-bromo-2,6-dichloro-phenol","-","Koerner","charochkina","A5793","-","-","-","6.21","Log unit","6.21","Log unit","25.0","?C","Oc1c(cc(Br)cc1Cl)Cl","{oh=6}","","","","","","","-","","","-","-","KGURSDWHGSLAPP-UHFFFAOYSA"
"OC1=C(Cl)C=C(C=C1Cl)N(=O)=O","-","R936594","M8908","-","-","2,6-dichloro-4-nitro-phenol","-","Koerner","charochkina","A5793","-","-","-","3.555","Log unit","3.555","Log unit","25.0","?C","Oc1c(Cl)cc(cc1Cl)N(=O)=O","{oh=9}","","","","","","","-","","","-","-","PXSGFTWBZNPNIC-UHFFFAOYSA"
"OC1=C(Br)C=C(Br)C=C1N(=O)=O","-","R936595","M750743","-","-","2,4-dibromo-6-nitro-phenol","-","Koerner","charochkina","A5793","-","-","-","4.71","Log unit","4.71","Log unit","25.0","?C","Oc1c(cc(Br)cc1N(=O)=O)Br","{oh=6}","","","","","","","-","","","-","-","INIXUZNHFXUIMA-UHFFFAOYSA"
"OC1=C(Br)C=C(C=C1Br)N(=O)=O","-","R936596","M12131","-","-","2,6-dibromo-4-nitro-phenol","-","Koerner","charochkina","A5793","-","-","-","3.39","Log unit","3.39","Log unit","25.0","?C","Oc1c(Br)cc(cc1Br)N(=O)=O","{oh=9}","","","","","","","-","","","-","-","WBHYZUAQCSHXCT-UHFFFAOYSA"
